Year,Return,Volatility,Sharpe,Max_Drawdown
2020,-0.0028769921983886615,0.02638693331939082,-0.537087686531448,-0.008213183021791023
2021,0.02756311138968659,0.022567745276526524,1.1835948140737078,-0.007629248283937706
2022,0.018325837856649985,0.015490220025168928,1.1528593958970688,-0.00814473374504951
2023,0.018277355947975416,0.01814441086672934,1.0660531371110127,-0.007255390774554116
2024,0.01126717698807811,0.017307846423546675,0.6385113801148159,-0.00837313024939243
2025,0.022849430836807016,0.020186591171618928,1.1473605978874217,-0.008509230858645342
