Metric,DRL_Agent,Mean_Reversion
Total Return,0.09897474223656122,0.045603620303768855
Sharpe Ratio,0.951515542082358,1.5407925048261526
Sortino Ratio,1.3791970542696355,1.089963339058114
Max Drawdown,0.01357094223883816,0.004444817884491035
N. Trades,237.0,92.0
Win Rate,0.6286919831223629,0.6521739130434783
Final Balance,1.0989747422365612,1.0456036203037689
