Metric,DRL_Agent,Mean_Reversion
Total Return,0.03175789257596784,0.0400836203037509
Sharpe Ratio,0.30762881888707344,1.3637859404250365
Sortino Ratio,0.4517274477255254,0.9586079415983373
Max Drawdown,0.030589490279356372,0.0047797672782533464
N. Trades,249.0,92.0
Win Rate,0.5461847389558233,0.6521739130434783
Final Balance,1.0317578925759678,1.040083620303751
