Year,Return,Volatility,Sharpe,Sortino,Max_Drawdown
2020,0.0016547833768405518,0.003792848303751898,2.198924952892141,52540.44986068159,-4.999999999999449e-05
2021,0.009412891458361106,0.006084008821384751,1.5013250773617457,0.90015372035386,-0.004115443759758614
2022,0.004545123504486437,0.005660920342841883,0.7852605458429034,0.47662116496849805,-0.0036087424008255657
2023,0.004665224714400562,0.004633141447471894,1.0659659360681215,0.7226187909520756,-0.004779767278253192
2024,0.009949469808025801,0.00490892846096037,1.9647125672170294,2.4886772024394945,-0.0016361543098225206
2025,0.009231681991791918,0.006163348198520686,1.4593568073867402,1.1551737626102847,-0.002775039763717315
2026,0.0,0.0,0.0,0.0,0.0
