TC_Label,TC,Seed,Total_Return,Sharpe,Sortino,Max_Drawdown,Trades,Win_Rate
0p2_bpt,2e-05,42,0.0989747422365612,0.951515542082358,1.3791970542696357,0.0135709422388381,237.0,0.6286919831223629
0p2_bpt,2e-05,123,0.0477894003448395,0.4389848555872756,0.6566191624922909,0.0181913366463201,195.0,0.6205128205128205
0p2_bpt,2e-05,999,0.053681081257505,0.5140001920720105,0.7685578369823768,0.0436923180517417,242.0,0.5867768595041323
0p5_bpt,5e-05,42,0.0317578925759678,0.3076288188870734,0.4517274477255254,0.0305894902793563,249.0,0.5461847389558233
0p5_bpt,5e-05,123,0.1032127774186328,0.976059034363222,1.4973790496784194,0.0159973902746075,225.0,0.6355555555555555
0p5_bpt,5e-05,999,0.0640343849806248,0.6244959840974067,0.9478084248930416,0.0230712101915337,236.0,0.5635593220338984
