episode,total_reward,total_return,final_portfolio_value,n_trades,sharpe_ratio,win_rate,epsilon,avg_loss
37,766.093739,1.135378,2.14,885,1.3715,0.6712,0.141058,0.653424
38,633.36851,0.867341,1.87,903,1.0388,0.6622,0.133815,0.650047
39,635.101895,0.870673,1.87,895,1.0446,0.6603,0.126946,0.653078
40,635.253451,0.871382,1.87,865,1.0586,0.6867,0.120433,0.647223
41,729.327424,1.058554,2.06,868,1.3167,0.6694,0.114256,0.629774
42,677.173786,0.952226,1.95,864,1.1544,0.6817,0.108399,0.642366
43,672.2037,0.942419,1.94,877,1.1412,0.6636,0.102845,0.639573
44,782.266151,1.170296,2.17,873,1.4051,0.677,0.097578,0.621272
45,739.796245,1.079062,2.08,856,1.2875,0.6706,0.092584,0.636241
46,697.186629,0.99291,1.99,840,1.2359,0.681,0.087848,0.627262
47,717.878563,1.033772,2.03,838,1.2405,0.6838,0.083356,0.635467
48,717.312499,1.031821,2.03,850,1.2099,0.6788,0.079097,0.637747
49,616.704148,0.837878,1.84,848,1.0579,0.6403,0.075058,0.643721
50,709.61283,1.017228,2.02,852,1.2339,0.6808,0.071229,0.628474
51,663.098543,0.923541,1.92,845,1.0831,0.6793,0.067597,0.630841
52,705.000538,1.007687,2.01,837,1.2159,0.6762,0.064153,0.628759
53,732.49942,1.063503,2.06,837,1.2578,0.6822,0.060887,0.639681
54,621.348548,0.844718,1.84,825,1.0093,0.6727,0.05779,0.635416
55,696.600996,0.989852,1.99,828,1.1638,0.6691,0.054853,0.637882
56,694.876084,0.987481,1.99,810,1.1992,0.6827,0.052068,0.632941
57,702.509796,1.003733,2.0,804,1.2529,0.6766,0.049427,0.62551
58,713.012844,1.023884,2.02,813,1.2316,0.6642,0.046922,0.63479
59,618.386852,0.840469,1.84,797,1.0435,0.6813,0.044548,0.624013
60,698.515122,0.994221,1.99,820,1.1866,0.6695,0.042296,0.633437
61,696.832649,0.99034,1.99,819,1.165,0.685,0.04016,0.633806
62,731.24447,1.061245,2.06,826,1.2679,0.6973,0.038135,0.637325
63,664.236853,0.926781,1.93,810,1.1197,0.6741,0.036214,0.630259
64,695.817443,0.989077,1.99,831,1.1904,0.6883,0.034393,0.640074
65,673.547592,0.945519,1.95,817,1.1615,0.683,0.032666,0.620854
66,714.772906,1.027662,2.03,802,1.2429,0.6758,0.031029,0.646057
67,715.394328,1.0288,2.03,804,1.2389,0.6878,0.029476,0.638935
68,679.899895,0.957127,1.96,805,1.1434,0.6671,0.028003,0.640055
69,752.244469,1.105622,2.11,825,1.3303,0.6982,0.026607,0.63746
70,709.236366,1.016258,2.02,817,1.2252,0.6891,0.025282,0.638169
71,666.206833,0.931245,1.93,805,1.1469,0.6634,0.024027,0.630419
72,742.094256,1.083674,2.08,816,1.2847,0.701,0.022836,0.631892
73,670.334172,0.938686,1.94,817,1.1342,0.6805,0.021707,0.640055
74,740.601908,1.081393,2.08,811,1.3154,0.6856,0.020636,0.632782
75,723.777495,1.04579,2.05,807,1.2506,0.6927,0.01962,0.634005
76,739.287259,1.078576,2.08,808,1.3096,0.6955,0.018657,0.62941
77,735.419499,1.069892,2.07,815,1.2763,0.7018,0.017744,0.624951
78,742.171765,1.084122,2.08,823,1.296,0.6914,0.016878,0.626687
79,698.996104,0.995105,2.0,824,1.1848,0.6942,0.016057,0.623933
80,736.822849,1.07284,2.07,819,1.2801,0.6996,0.015278,0.610452
81,737.064578,1.073978,2.07,836,1.3064,0.701,0.01454,0.610674
82,733.186133,1.065776,2.07,819,1.2923,0.7033,0.01384,0.618394
83,709.595059,1.016795,2.02,828,1.2186,0.7005,0.013176,0.606896
84,734.316382,1.067886,2.07,817,1.2849,0.6867,0.012546,0.602232
85,740.088059,1.079556,2.08,819,1.2835,0.6984,0.011949,0.614167
86,750.727344,1.101988,2.1,832,1.3094,0.7055,0.011383,0.599838
87,771.83486,1.147373,2.15,841,1.369,0.7087,0.010846,0.595021
88,770.53942,1.144146,2.14,837,1.3482,0.7025,0.010337,0.602478
89,750.728321,1.102052,2.1,832,1.312,0.6959,0.009854,0.599995
90,749.58776,1.100015,2.1,823,1.3246,0.7035,0.009396,0.600087
91,759.570667,1.120281,2.12,834,1.31,0.7098,0.008962,0.59924
92,706.13061,1.009514,2.01,809,1.2014,0.6934,0.00855,0.592151
93,797.522815,1.203947,2.2,835,1.4457,0.7054,0.00816,0.594443
94,772.726809,1.149333,2.15,815,1.3724,0.7117,0.007789,0.587993
95,777.895801,1.160039,2.16,813,1.3635,0.695,0.007438,0.587482
96,791.721846,1.190255,2.19,830,1.394,0.7036,0.007105,0.597074
97,765.517285,1.133916,2.13,824,1.3605,0.7051,0.00679,0.590199
98,787.795483,1.182661,2.18,831,1.4298,0.698,0.00649,0.584794
99,803.134873,1.217081,2.22,816,1.4902,0.7034,0.006206,0.590977
100,746.274467,1.093657,2.09,793,1.3438,0.6974,0.005937,0.577159
101,720.411528,1.038727,2.04,786,1.2373,0.6985,0.005682,0.585997
102,713.02491,1.024113,2.02,805,1.2393,0.6758,0.00544,0.584544
103,731.968825,1.062606,2.06,809,1.2641,0.7021,0.00521,0.58387
104,727.497665,1.053693,2.05,800,1.2675,0.6963,0.004992,0.58234
105,710.954395,1.020308,2.02,784,1.2509,0.6964,0.004786,0.592283
106,721.682067,1.04229,2.04,784,1.2777,0.6888,0.00459,0.58171
107,708.814557,1.01576,2.02,789,1.238,0.6869,0.004404,0.579449
108,692.861345,0.983253,1.98,810,1.187,0.7,0.004228,0.581086
109,734.374732,1.068765,2.07,812,1.3168,0.6823,0.004061,0.573948
110,739.354327,1.078239,2.08,815,1.2903,0.6945,0.003903,0.580211
111,743.829357,1.088137,2.09,819,1.3219,0.6972,0.003753,0.566974
112,736.591446,1.072865,2.07,797,1.3001,0.6901,0.003611,0.580315
113,717.127227,1.033104,2.03,814,1.2736,0.6658,0.003476,0.575449
114,735.25236,1.069939,2.07,801,1.2915,0.6854,0.003348,0.575514
115,683.150909,0.964296,1.96,802,1.178,0.6883,0.003226,0.573247
116,698.932859,0.995385,2.0,805,1.1994,0.687,0.003111,0.573281
117,733.984047,1.067083,2.07,797,1.28,0.7014,0.003002,0.58011
118,698.883635,0.995635,2.0,787,1.2125,0.6887,0.002898,0.577795
119,695.400138,0.988485,1.99,801,1.1984,0.6879,0.0028,0.582155
120,718.350925,1.034848,2.03,793,1.2458,0.7125,0.002707,0.578427
121,744.766813,1.089372,2.09,817,1.2941,0.7062,0.002619,0.570219
122,674.540482,0.947282,1.95,807,1.1566,0.6952,0.002535,0.578839
123,742.988902,1.086024,2.09,801,1.3055,0.6954,0.002456,0.578079
124,686.241253,0.970511,1.97,791,1.1884,0.6852,0.00238,0.578544
125,713.062156,1.02414,2.02,795,1.2375,0.6994,0.002309,0.588512
126,751.192056,1.103804,2.1,816,1.3451,0.7034,0.002241,0.579356
127,719.126517,1.036684,2.04,811,1.2573,0.7078,0.002177,0.577703
128,755.729452,1.113193,2.11,805,1.3455,0.7081,0.002116,0.57382
129,736.656043,1.073088,2.07,796,1.3039,0.7111,0.002059,0.572411
130,753.870143,1.109256,2.11,811,1.3417,0.6979,0.002004,0.574622
131,732.477695,1.064279,2.06,809,1.2896,0.6996,0.001952,0.574968
132,715.818979,1.030191,2.03,792,1.2606,0.6881,0.001903,0.576981
133,712.14518,1.022238,2.02,794,1.2342,0.699,0.001856,0.571556
134,697.94021,0.993534,1.99,798,1.2025,0.6955,0.001812,0.569409
135,751.92823,1.105408,2.11,815,1.3488,0.692,0.00177,0.569619
136,760.64491,1.123758,2.12,821,1.3609,0.7052,0.00173,0.569421
137,767.132225,1.137616,2.14,817,1.3741,0.6952,0.001692,0.563607
138,709.291811,1.01683,2.02,818,1.2432,0.6883,0.001656,0.558482
139,765.274206,1.133585,2.13,814,1.368,0.6953,0.001622,0.56605
140,760.093122,1.122971,2.12,830,1.3769,0.6904,0.00159,0.563542
141,768.629828,1.140821,2.14,829,1.3769,0.6876,0.00156,0.560101
142,764.41864,1.132106,2.13,832,1.3817,0.6947,0.001531,0.548681
143,748.608683,1.098459,2.1,834,1.344,0.6894,0.001503,0.550045
144,745.005559,1.090841,2.09,838,1.3344,0.6874,0.001477,0.548064
145,750.530416,1.102334,2.1,847,1.3404,0.6883,0.001453,0.54648
146,780.936971,1.167195,2.17,845,1.3935,0.6852,0.001429,0.547831
147,744.644315,1.090063,2.09,851,1.3331,0.6898,0.001407,0.556431
148,760.994003,1.12416,2.12,835,1.3471,0.6934,0.001386,0.550285
149,756.345763,1.114918,2.11,833,1.365,0.6843,0.001366,0.541776
150,744.203562,1.088308,2.09,846,1.2979,0.6832,0.001347,0.554667
