Date,step,DRL_Agent,Mean_Reversion
2020-10-22,0,1.0,1.0
2020-10-23,1,1.003574418373359,1.0
2020-10-26,2,1.0030296488656456,1.0
2020-10-27,3,1.0065208249737174,1.0
2020-10-28,4,1.0064708249737173,1.0
2020-10-29,5,1.0049182323959271,1.0
2020-10-30,6,1.0076237949494227,1.0
2020-11-02,7,1.0054968111965668,1.0
2020-11-03,8,1.0054468111965669,1.0
2020-11-04,9,1.0056852443480038,1.0
2020-11-05,10,1.005769235168392,1.0
2020-11-06,11,1.0085172265702815,1.0
2020-11-09,12,1.0084672265702814,1.0
2020-11-10,13,1.0097545333878815,1.0
2020-11-11,14,1.0112013791495609,1.0
2020-11-12,15,1.011337754498425,1.0
2020-11-13,16,1.011287754498425,1.0
2020-11-16,17,1.010754853817551,1.0
2020-11-17,18,1.0117046438167567,1.0
2020-11-18,19,1.0105476110800031,1.0
2020-11-19,20,1.012294431376618,1.0
2020-11-20,21,1.012244431376618,1.0
2020-11-23,22,1.014435527224798,1.0
2020-11-24,23,1.0126934694969116,1.0
2020-11-25,24,1.0123628988206528,1.0
2020-11-26,25,1.0127602590163294,1.0
2020-11-27,26,1.0135428427519901,1.0
2020-11-30,27,1.01349284275199,1.0
2020-12-01,28,1.0138036383635356,1.0
2020-12-02,29,1.0133586878140728,1.0
2020-12-03,30,1.014324839823853,1.0
2020-12-04,31,1.0100742621740666,1.0
2020-12-07,32,1.0107000572500335,1.0
2020-12-08,33,1.013450230452265,1.0
2020-12-09,34,1.013400230452265,1.0
2020-12-10,35,1.0158051496691924,1.0
2020-12-11,36,1.0144599705170503,1.0
2020-12-14,37,1.0165800902946949,1.0
2020-12-15,38,1.0165300902946948,1.0
2020-12-16,39,1.0161341628812335,1.0
2020-12-17,40,1.019295961640684,1.0
2020-12-18,41,1.0161534440404316,1.0
2020-12-21,42,1.0164535730545055,0.99995
2020-12-22,43,1.0158298095069986,1.0016547833768423
2020-12-23,44,1.0170128469946544,1.0016547833768423
2020-12-24,45,1.0169628469946543,1.0016547833768423
2020-12-28,46,1.017562314894978,1.0016547833768423
2020-12-29,47,1.0196431867125126,1.0016547833768423
2020-12-30,48,1.017219360748152,1.0016547833768423
2020-12-31,49,1.0185004676688902,1.0016547833768423
2021-01-04,50,1.0184504676688904,1.0016547833768423
