position_label,shock,deviation_from_mean,zscore_crack,shock_x_volume,shock_lag1,half_life_proxy
Flat,0.05416576163770953,0.2034438687166552,0.08249500161322755,0.1212201156502894,-0.004875743194073632,-0.1333006306128187
Long,0.008018857351806154,0.2431330349606146,0.12586326570797216,0.239611288497097,0.030961851400212865,-0.09656147248233096
Short,0.015146172684837589,0.01214371361137701,0.07431167858076833,0.07841854666523262,0.031954760237946446,-0.14483307638137155
