Year,Return,Volatility,Sharpe,Sortino,Max_Drawdown
2020,0.0017347833768406318,0.0038782168288262293,2.254396458163382,55078.21868135961,-9.99999999995449e-06
2021,0.01061006159618949,0.006135861111040611,1.6766473686645915,1.014590306639072,-0.003914719719319759
2022,0.006198860184518207,0.0056789909594240785,1.0656883893055349,0.650368156148753,-0.003404232802208606
2023,0.006065319630985666,0.00465662211680233,1.3772655853805285,0.9419546396351297,-0.004333585435922118
2024,0.011468006436675227,0.004953277180897133,2.242294947922634,2.8800974072705374,-0.001434107620224889
2025,0.010490265830803924,0.006175290551722905,1.653674918106412,1.320113146699453,-0.002290033669946026
2026,0.0,0.0,0.0,0.0,0.0
