signal_type,shock,deviation_from_mean,zscore_crack,shock_x_volume,shock_lag1,half_life_proxy
Long,0.5233662515888813,-0.4887066874763567,-0.06286868093297003,0.0552378190616468,0.0788985545885887,-0.1082626799793778
Short,-0.7922739894064289,-0.09083142401207789,0.005523054183465867,0.04630381270357071,0.13828989345229661,-0.12163117729890584
