Year,Return,Volatility,Sharpe,Max_Drawdown
2020,0.014590664892350613,0.02624794643699256,2.7948943822311474,-0.005385533775499808
2021,0.020291626638280214,0.021993576386161857,0.8997153324448917,-0.005693584706781692
2022,-4.161905707344982e-05,0.017490609429494028,0.0064214721782748785,-0.011853290858913398
2023,0.03552020302467174,0.016703467807187802,2.2210316222280193,-0.005502016333024692
2024,0.02444000238613664,0.016930484699077906,1.3961610402262499,-0.005919582459638697
2025,0.022737656930196692,0.01869912852099372,1.2311423353915365,-0.006902639160757626
