,Global Mean,Losing Trades,Winning Trades
shock,0.02600467066167952,-0.4014461046004815,-0.13474873884348496
deviation_from_mean,0.133185383524777,0.1256206791277647,-0.4982606550542255
zscore_crack,0.09431894630780117,0.001609230003832452,-0.03888116164733515
shock_x_volume,0.13783293315572942,0.1195940759354211,0.006742077646784551
shock_lag1,0.024432511659873167,0.27213817982998256,0.014184907515719847
half_life_proxy,-0.12931719358374993,-0.08879528202183344,-0.1329408809856235
