episode,total_reward,total_return,final_portfolio_value,n_trades,sharpe_ratio,win_rate,epsilon,avg_loss
37,643.916591,0.891125,1.89,692,1.3838,0.672,0.222596,0.751232
38,625.863347,0.856132,1.86,695,1.2866,0.646,0.213758,0.738746
39,585.120529,0.781854,1.78,722,1.1941,0.6454,0.205272,0.731517
40,584.032847,0.780727,1.78,714,1.2301,0.6345,0.197126,0.730015
41,618.620381,0.843907,1.84,714,1.3304,0.6527,0.189303,0.719817
42,623.849088,0.853732,1.85,705,1.35,0.661,0.181793,0.712386
43,571.91365,0.758577,1.76,715,1.1718,0.6629,0.174583,0.700118
44,641.493574,0.887158,1.89,695,1.4133,0.6619,0.16766,0.702685
45,625.593511,0.856693,1.86,697,1.3391,0.67,0.161013,0.702026
46,604.773255,0.817624,1.82,682,1.2535,0.6686,0.154631,0.707541
47,592.618983,0.795022,1.8,674,1.1989,0.6484,0.148504,0.704118
48,722.528314,1.046986,2.05,689,1.627,0.688,0.142621,0.685231
49,661.88899,0.925489,1.93,692,1.4264,0.6691,0.136973,0.683889
50,601.817012,0.811494,1.81,700,1.2123,0.67,0.13155,0.695858
51,628.872908,0.862308,1.86,685,1.3209,0.6555,0.126343,0.685863
52,689.844007,0.980833,1.98,697,1.5322,0.6714,0.121344,0.689413
53,663.700859,0.92898,1.93,718,1.4306,0.6894,0.116544,0.699013
54,670.247551,0.94141,1.94,674,1.432,0.6706,0.111936,0.676948
55,645.35835,0.894006,1.89,675,1.3955,0.6622,0.107512,0.680446
56,692.102196,0.985426,1.99,691,1.5441,0.6773,0.103264,0.674547
57,742.713075,1.089346,2.09,674,1.7155,0.6944,0.099185,0.66877
58,674.430801,0.94879,1.95,685,1.4008,0.6672,0.095269,0.665253
59,668.613644,0.938956,1.94,708,1.4686,0.6568,0.091509,0.667725
60,630.951531,0.865869,1.87,705,1.3095,0.6426,0.0879,0.668486
61,712.30254,1.025702,2.03,705,1.5748,0.6638,0.084434,0.658409
62,611.504702,0.829622,1.83,691,1.2544,0.6585,0.081106,0.649082
63,699.992998,1.000608,2.0,707,1.5288,0.7058,0.077911,0.655297
64,668.116667,0.937846,1.94,682,1.4589,0.6672,0.074844,0.664188
65,683.384621,0.968309,1.97,679,1.5317,0.6686,0.071899,0.664212
66,679.133822,0.958677,1.96,718,1.4473,0.6699,0.069071,0.660826
67,714.486041,1.03031,2.03,708,1.5909,0.6893,0.066356,0.65695
68,680.548208,0.961508,1.96,718,1.4535,0.6769,0.06375,0.650413
69,735.024128,1.072966,2.07,715,1.6715,0.6755,0.061247,0.644088
70,673.853433,0.948802,1.95,691,1.4606,0.6773,0.058844,0.640894
71,716.814445,1.035393,2.04,705,1.6186,0.6766,0.056537,0.643377
72,719.348898,1.040528,2.04,721,1.6222,0.6616,0.054322,0.629985
73,632.458803,0.868864,1.87,694,1.3218,0.6571,0.052196,0.639895
74,715.327102,1.032028,2.03,708,1.5936,0.6751,0.050154,0.63296
75,717.394068,1.035077,2.04,701,1.53,0.699,0.048193,0.633642
76,700.999046,1.003057,2.0,675,1.5573,0.6844,0.046311,0.629987
77,721.482751,1.044451,2.04,692,1.5995,0.672,0.044504,0.639583
78,686.479701,0.974165,1.97,684,1.5236,0.6652,0.042769,0.62582
79,639.998275,0.88427,1.88,693,1.4059,0.6595,0.041103,0.624689
80,683.534604,0.966731,1.97,673,1.4263,0.6924,0.039504,0.637002
81,719.555168,1.040545,2.04,699,1.597,0.671,0.037968,0.631283
82,696.239196,0.993838,1.99,699,1.5651,0.6695,0.036494,0.629049
83,675.206373,0.951959,1.95,706,1.4936,0.6714,0.035078,0.622563
84,732.396599,1.067088,2.07,684,1.6366,0.6871,0.033719,0.624452
85,741.772519,1.087629,2.09,677,1.731,0.6987,0.032414,0.63134
86,703.371513,1.007512,2.01,692,1.5443,0.6835,0.031161,0.618735
87,704.903082,1.011402,2.01,697,1.5986,0.6614,0.029958,0.619133
88,695.962874,0.992874,1.99,683,1.5386,0.6955,0.028803,0.625237
89,649.904226,0.903157,1.9,675,1.4353,0.6741,0.027694,0.616713
90,761.056909,1.128075,2.13,712,1.7617,0.7135,0.02663,0.619186
91,640.729914,0.885385,1.89,658,1.3923,0.6763,0.025608,0.620289
92,708.656897,1.018667,2.02,670,1.5877,0.6896,0.024626,0.615686
93,671.918395,0.945367,1.95,673,1.4757,0.6865,0.023684,0.617828
94,657.933978,0.918021,1.92,658,1.4254,0.6809,0.022779,0.616385
95,710.014135,1.021269,2.02,683,1.5821,0.6881,0.021911,0.60724
96,676.546294,0.95409,1.95,669,1.4682,0.7115,0.021077,0.620408
97,714.953191,1.031229,2.03,677,1.5905,0.6898,0.020276,0.617738
98,685.280757,0.97147,1.97,690,1.501,0.6783,0.019507,0.617027
99,696.608576,0.993176,1.99,686,1.4831,0.6983,0.018769,0.611986
100,688.397546,0.97761,1.98,687,1.5071,0.6827,0.01806,0.61554
101,704.884307,1.010914,2.01,706,1.5696,0.6827,0.01738,0.610371
102,643.071801,0.889691,1.89,679,1.391,0.6878,0.016727,0.613374
103,685.482756,0.972039,1.97,684,1.512,0.6959,0.016099,0.610223
104,691.379956,0.983049,1.98,693,1.4872,0.6739,0.015497,0.605158
105,754.28226,1.113164,2.11,693,1.7084,0.7027,0.014919,0.614221
106,690.489959,0.981529,1.98,683,1.4986,0.6925,0.014364,0.607856
107,689.720845,0.979818,1.98,687,1.4869,0.6856,0.013831,0.612761
108,721.15159,1.043503,2.04,690,1.5823,0.7,0.013319,0.614063
109,688.581502,0.978276,1.98,692,1.5256,0.6749,0.012828,0.612342
110,686.828875,0.97464,1.97,688,1.5112,0.686,0.012356,0.61331
111,670.312206,0.941761,1.94,692,1.4441,0.685,0.011903,0.606645
112,691.528812,0.983804,1.98,688,1.5134,0.6919,0.011468,0.606648
113,699.498805,0.999659,2.0,704,1.5299,0.6818,0.011051,0.615167
114,701.483309,1.004244,2.0,718,1.572,0.6797,0.01065,0.600996
115,695.674929,0.992549,1.99,711,1.5534,0.6948,0.010265,0.615326
116,699.87428,1.000525,2.0,714,1.5378,0.7003,0.009896,0.601037
117,744.273312,1.092557,2.09,733,1.7155,0.6985,0.009541,0.612513
118,719.959175,1.041971,2.04,705,1.6369,0.7035,0.0092,0.598305
119,712.192181,1.025778,2.03,708,1.5934,0.6977,0.008873,0.607376
120,693.031739,0.987191,1.99,712,1.5414,0.6924,0.008559,0.59935
121,704.959054,1.01117,2.01,720,1.5768,0.6986,0.008258,0.601725
122,750.065346,1.104421,2.1,736,1.7091,0.7024,0.007968,0.60465
123,723.735524,1.04956,2.05,732,1.6367,0.6844,0.00769,0.59595
124,709.617102,1.019939,2.02,724,1.5491,0.6851,0.007423,0.59218
125,684.489125,0.969309,1.97,734,1.4653,0.6962,0.007167,0.586591
126,717.733126,1.037028,2.04,737,1.6057,0.692,0.006921,0.59889
127,722.765003,1.047212,2.05,729,1.6113,0.7133,0.006685,0.600489
128,743.187682,1.089318,2.09,725,1.6486,0.7062,0.006458,0.589757
129,713.181977,1.027606,2.03,742,1.5847,0.6914,0.006241,0.587801
130,733.67642,1.069586,2.07,732,1.6301,0.7063,0.006032,0.590736
131,715.567421,1.032237,2.03,730,1.577,0.7164,0.005831,0.59146
132,726.075798,1.053991,2.05,734,1.6181,0.7084,0.005638,0.582787
133,755.171607,1.115281,2.12,741,1.7264,0.7058,0.005453,0.58595
134,797.102748,1.205792,2.21,747,1.8186,0.7336,0.005276,0.580062
135,774.975809,1.157359,2.16,739,1.7565,0.7104,0.005105,0.582784
136,749.487247,1.103082,2.1,751,1.6991,0.7017,0.004941,0.57233
137,756.720551,1.118282,2.12,746,1.7111,0.7078,0.004784,0.578438
138,725.359011,1.052278,2.05,739,1.6015,0.7199,0.004633,0.578142
139,754.587088,1.113883,2.11,735,1.7145,0.7211,0.004488,0.574715
140,763.285338,1.132405,2.13,728,1.7377,0.7102,0.004349,0.570195
141,739.015976,1.080788,2.08,747,1.6502,0.7162,0.004216,0.570782
142,732.850156,1.067872,2.07,750,1.6283,0.7147,0.004087,0.572973
143,739.362688,1.081537,2.08,751,1.6527,0.7204,0.003964,0.56759
144,757.222015,1.119109,2.12,750,1.6969,0.7067,0.003846,0.569757
145,737.475624,1.07701,2.08,743,1.6109,0.712,0.003733,0.568185
146,723.171738,1.047289,2.05,737,1.5662,0.7042,0.003624,0.563086
147,753.131454,1.109259,2.11,740,1.6148,0.7203,0.003519,0.572704
148,773.631375,1.153655,2.15,751,1.7014,0.731,0.003419,0.571492
149,702.793951,1.004931,2.0,738,1.4642,0.6951,0.003322,0.578774
150,734.468607,1.070218,2.07,736,1.5722,0.7201,0.003229,0.580167
