episode,total_reward,total_return,final_portfolio_value,n_trades,sharpe_ratio,win_rate,epsilon,avg_loss
69,782.012823,1.170055,2.17,899,1.4185,0.6885,0.026607,0.617655
70,705.686614,1.009185,2.01,872,1.2215,0.6812,0.025282,0.610113
71,737.269556,1.073728,2.07,867,1.2795,0.6736,0.024027,0.609685
72,702.055583,1.001711,2.0,874,1.2081,0.6716,0.022836,0.623915
73,754.090416,1.108982,2.11,882,1.3123,0.6825,0.021707,0.615937
74,775.840194,1.156599,2.16,890,1.4027,0.673,0.020636,0.615291
75,775.584984,1.156482,2.16,902,1.422,0.6962,0.01962,0.608099
76,719.247551,1.035418,2.04,883,1.2014,0.6704,0.018657,0.611212
77,748.974513,1.099496,2.1,884,1.3566,0.6912,0.017744,0.613335
78,747.425094,1.095444,2.1,895,1.3192,0.6704,0.016878,0.618775
79,782.697766,1.17135,2.17,898,1.4112,0.6793,0.016057,0.603147
80,755.94462,1.114311,2.11,888,1.3751,0.6858,0.015278,0.609862
81,732.991195,1.065719,2.07,897,1.3064,0.6968,0.01454,0.598975
82,788.695818,1.185291,2.19,893,1.4629,0.6741,0.01384,0.598644
83,824.385166,1.264093,2.26,884,1.5012,0.6946,0.013176,0.597829
84,792.728237,1.193092,2.19,908,1.4229,0.6861,0.012546,0.600358
85,810.716271,1.233422,2.23,906,1.4791,0.6909,0.011949,0.591929
86,788.528673,1.183169,2.18,882,1.3841,0.6893,0.011383,0.584804
87,855.005888,1.334813,2.33,904,1.5725,0.7024,0.010846,0.578319
88,839.001368,1.297254,2.3,909,1.5198,0.6909,0.010337,0.581953
89,835.926697,1.289576,2.29,896,1.4869,0.7031,0.009854,0.578451
90,803.712688,1.21714,2.22,894,1.4352,0.698,0.009396,0.587817
91,848.123664,1.318952,2.32,904,1.5671,0.7135,0.008962,0.582654
92,865.913644,1.361036,2.36,901,1.6233,0.7059,0.00855,0.567587
93,822.675594,1.260609,2.26,893,1.5162,0.7032,0.00816,0.567781
94,796.644766,1.202337,2.2,882,1.459,0.7098,0.007789,0.565581
95,751.536758,1.103945,2.1,886,1.3217,0.6998,0.007438,0.571552
96,760.205203,1.122657,2.12,888,1.3531,0.6926,0.007105,0.563348
97,897.782687,1.437508,2.44,890,1.6845,0.7169,0.00679,0.562805
98,760.457911,1.123506,2.12,878,1.367,0.7005,0.00649,0.556595
99,899.233521,1.441475,2.44,895,1.7096,0.7162,0.006206,0.551284
100,826.888109,1.270622,2.27,892,1.547,0.7018,0.005937,0.555305
101,818.20909,1.250138,2.25,879,1.4892,0.7065,0.005682,0.559468
102,803.162393,1.215288,2.22,889,1.4073,0.7188,0.00544,0.550455
103,799.126742,1.207877,2.21,896,1.4667,0.7009,0.00521,0.562158
104,846.83556,1.315207,2.32,891,1.529,0.7015,0.004992,0.55649
105,809.677922,1.231202,2.23,893,1.4819,0.692,0.004786,0.548893
106,824.713602,1.265412,2.27,904,1.5291,0.6858,0.00459,0.547994
107,861.743907,1.350748,2.35,905,1.5922,0.7061,0.004404,0.549091
108,832.813158,1.283774,2.28,912,1.5413,0.6897,0.004228,0.547433
109,804.241613,1.218665,2.22,902,1.4517,0.7018,0.004061,0.544915
110,838.108266,1.29566,2.3,894,1.5396,0.6868,0.003903,0.542612
111,858.498693,1.342997,2.34,902,1.5796,0.7084,0.003753,0.54617
112,845.971165,1.313985,2.31,903,1.564,0.6988,0.003611,0.540635
113,796.348238,1.201002,2.2,891,1.4276,0.6914,0.003476,0.541103
114,814.043609,1.240882,2.24,899,1.4859,0.6841,0.003348,0.540991
115,857.796193,1.341669,2.34,906,1.5939,0.7053,0.003226,0.532343
116,863.382968,1.355244,2.36,910,1.6275,0.7055,0.003111,0.52634
117,871.321094,1.373708,2.37,914,1.6269,0.7002,0.003002,0.53044
118,854.360509,1.333593,2.33,903,1.5852,0.7032,0.002898,0.533935
119,850.037229,1.323871,2.32,910,1.5944,0.6978,0.0028,0.531516
120,889.402421,1.417544,2.42,928,1.6883,0.7177,0.002707,0.528226
121,847.371617,1.316913,2.32,920,1.5515,0.6891,0.002619,0.530708
122,832.084618,1.282199,2.28,912,1.5442,0.6886,0.002535,0.524307
123,823.727978,1.263576,2.26,911,1.5471,0.6981,0.002456,0.529741
124,805.457671,1.221767,2.22,914,1.4721,0.6838,0.00238,0.530086
125,800.302801,1.209602,2.21,924,1.4294,0.6916,0.002309,0.53584
126,817.19563,1.248197,2.25,915,1.5033,0.6885,0.002241,0.529137
127,827.773311,1.2713,2.27,916,1.4857,0.69,0.002177,0.536353
128,830.52263,1.278968,2.28,910,1.5579,0.6967,0.002116,0.53209
129,863.803359,1.355576,2.36,910,1.5953,0.7044,0.002059,0.529141
130,787.184545,1.181555,2.18,906,1.4395,0.6876,0.002004,0.531128
131,811.087927,1.233532,2.23,899,1.4475,0.7075,0.001952,0.523068
132,784.70258,1.175625,2.18,914,1.4111,0.698,0.001903,0.531858
133,759.326144,1.120387,2.12,895,1.3346,0.6894,0.001856,0.529244
134,834.807358,1.288175,2.29,916,1.5374,0.6965,0.001812,0.541413
135,825.584151,1.266642,2.27,916,1.4957,0.7009,0.00177,0.539659
136,775.911401,1.156126,2.16,903,1.3755,0.6822,0.00173,0.541289
137,791.338991,1.189738,2.19,895,1.407,0.7017,0.001692,0.542381
138,780.846248,1.167516,2.17,906,1.416,0.6843,0.001656,0.539712
139,801.923176,1.212829,2.21,897,1.417,0.7023,0.001622,0.53947
140,812.968259,1.238234,2.24,902,1.473,0.6829,0.00159,0.546425
141,806.652233,1.224274,2.22,902,1.4676,0.7029,0.00156,0.547148
142,819.503304,1.252472,2.25,924,1.4653,0.6829,0.001531,0.55075
143,811.191654,1.234669,2.23,907,1.4887,0.6836,0.001503,0.543811
144,744.686203,1.089276,2.09,903,1.2968,0.6766,0.001477,0.543609
145,778.466713,1.162157,2.16,913,1.4024,0.6867,0.001453,0.54575
146,797.735549,1.204438,2.2,904,1.4469,0.6836,0.001429,0.543662
147,778.210425,1.16134,2.16,915,1.3904,0.6787,0.001407,0.550008
148,838.013123,1.295131,2.3,899,1.5248,0.7019,0.001386,0.547477
149,776.261222,1.157216,2.16,913,1.3904,0.6791,0.001366,0.545599
150,813.148804,1.238702,2.24,920,1.4762,0.687,0.001347,0.547629
