episode,total_reward,total_return,final_portfolio_value,n_trades,sharpe_ratio,win_rate,epsilon,avg_loss
38,634.045398,0.869638,1.87,896,1.0741,0.6473,0.133815,0.648586
39,732.726186,1.065961,2.07,891,1.3409,0.6453,0.126946,0.638414
40,643.566943,0.888196,1.89,872,1.1144,0.6502,0.120433,0.638927
41,720.324809,1.039171,2.04,866,1.2611,0.679,0.114256,0.647662
42,620.539618,0.843397,1.84,844,1.013,0.6493,0.108399,0.640587
43,676.447651,0.951806,1.95,861,1.1907,0.6585,0.102845,0.633223
44,744.635234,1.089838,2.09,862,1.3237,0.6566,0.097578,0.632353
45,685.335575,0.969322,1.97,852,1.2104,0.6573,0.092584,0.640675
46,652.674556,0.904841,1.9,831,1.1073,0.6546,0.087848,0.629655
47,610.317756,0.825801,1.83,849,1.0338,0.6466,0.083356,0.629765
48,601.280208,0.807917,1.81,847,0.9722,0.6494,0.079097,0.643257
49,713.206908,1.025167,2.03,856,1.2675,0.6752,0.075058,0.636525
50,601.128003,0.807268,1.81,864,0.9611,0.6713,0.071229,0.634625
51,635.539441,0.872141,1.87,844,1.0668,0.6647,0.067597,0.636343
52,686.136967,0.969668,1.97,840,1.1649,0.6595,0.064153,0.634656
53,684.219377,0.966027,1.97,868,1.1661,0.6694,0.060887,0.643182
54,659.04354,0.917265,1.92,870,1.1272,0.6586,0.05779,0.636636
55,693.870738,0.984932,1.98,848,1.1771,0.6663,0.054853,0.640807
56,740.280967,1.079853,2.08,860,1.2796,0.6616,0.052068,0.642496
57,661.366126,0.920359,1.92,858,1.0852,0.6713,0.049427,0.631741
58,639.812882,0.880153,1.88,842,1.0738,0.6781,0.046922,0.627547
59,669.657731,0.937112,1.94,825,1.1239,0.68,0.044548,0.63715
60,691.16138,0.978727,1.98,852,1.1434,0.6749,0.042296,0.639043
61,689.333688,0.975087,1.98,873,1.1394,0.6816,0.04016,0.634172
62,717.108681,1.032395,2.03,858,1.2469,0.6841,0.038135,0.641761
63,785.34687,1.17726,2.18,853,1.4226,0.6893,0.036214,0.636747
64,677.261286,0.951507,1.95,822,1.1234,0.6934,0.034393,0.629727
65,709.773312,1.016477,2.02,834,1.1943,0.6966,0.032666,0.639951
66,702.782709,1.003079,2.0,872,1.206,0.6766,0.031029,0.643929
67,731.374119,1.060564,2.06,855,1.2326,0.6819,0.029476,0.63081
68,725.837,1.050646,2.05,865,1.2789,0.6751,0.028003,0.626916
69,732.826744,1.064829,2.06,859,1.2832,0.6764,0.026607,0.625751
70,667.19272,0.931792,1.93,843,1.1012,0.688,0.025282,0.630162
71,773.26471,1.150388,2.15,848,1.369,0.6993,0.024027,0.625975
72,776.779061,1.157155,2.16,850,1.3427,0.6988,0.022836,0.621295
73,697.878954,0.991659,1.99,839,1.1411,0.683,0.021707,0.615352
74,689.009556,0.975138,1.98,826,1.1625,0.6755,0.020636,0.627243
75,753.998512,1.109255,2.11,850,1.3306,0.6847,0.01962,0.618691
76,769.235278,1.141827,2.14,877,1.3656,0.6956,0.018657,0.615234
77,728.328443,1.055709,2.06,852,1.2813,0.6737,0.017744,0.612531
78,766.761609,1.13646,2.14,848,1.3579,0.6958,0.016878,0.607986
79,725.182678,1.048399,2.05,861,1.2426,0.6806,0.016057,0.602088
80,744.157414,1.088724,2.09,885,1.3184,0.6859,0.015278,0.609077
81,791.253186,1.189908,2.19,883,1.4223,0.6988,0.01454,0.602492
82,752.045368,1.104859,2.1,862,1.3156,0.703,0.01384,0.603441
83,764.414834,1.131802,2.13,878,1.3687,0.6834,0.013176,0.5993
84,766.789825,1.135967,2.14,874,1.3355,0.7059,0.012546,0.586699
85,764.811123,1.132456,2.13,893,1.3614,0.6976,0.011949,0.594028
86,781.802673,1.169583,2.17,895,1.4175,0.7028,0.011383,0.588323
87,687.546439,0.973372,1.97,871,1.2021,0.6946,0.010846,0.57799
88,848.612766,1.320624,2.32,906,1.5949,0.7031,0.010337,0.587635
89,807.324515,1.226186,2.23,891,1.4883,0.697,0.009854,0.583646
90,812.949567,1.239045,2.24,908,1.5134,0.6916,0.009396,0.570839
91,804.959028,1.220095,2.22,886,1.4457,0.6998,0.008962,0.568999
92,780.894291,1.167224,2.17,890,1.3986,0.6899,0.00855,0.571598
93,775.255073,1.154476,2.15,895,1.3646,0.686,0.00816,0.572353
94,811.213449,1.235682,2.24,902,1.5366,0.684,0.007789,0.558519
95,815.559511,1.244656,2.24,908,1.5065,0.7059,0.007438,0.563259
96,777.927495,1.160469,2.16,899,1.3788,0.7075,0.007105,0.556186
97,818.74632,1.252004,2.25,910,1.5214,0.7121,0.00679,0.562588
98,731.212377,1.061496,2.06,904,1.2805,0.6958,0.00649,0.550862
99,790.76129,1.189367,2.19,915,1.4458,0.7038,0.006206,0.5584
100,800.352584,1.210542,2.21,920,1.4669,0.6967,0.005937,0.554854
101,824.348585,1.264649,2.26,915,1.5316,0.7005,0.005682,0.555748
102,790.207923,1.188804,2.19,918,1.4759,0.6852,0.00544,0.54267
103,795.127887,1.199272,2.2,928,1.4692,0.6918,0.00521,0.550236
104,733.653381,1.066694,2.07,923,1.2913,0.6891,0.004992,0.541237
105,774.481344,1.154012,2.15,931,1.4158,0.6831,0.004786,0.542982
106,768.961836,1.142016,2.14,937,1.3992,0.6777,0.00459,0.5444
107,746.511863,1.094211,2.09,937,1.3467,0.6809,0.004404,0.538329
108,808.58314,1.229445,2.23,947,1.513,0.6906,0.004228,0.547759
109,767.894024,1.139888,2.14,934,1.4044,0.6842,0.004061,0.538047
110,808.702064,1.229704,2.23,940,1.5129,0.6819,0.003903,0.536771
111,784.247314,1.174719,2.17,945,1.4141,0.6868,0.003753,0.53523
112,768.937454,1.142474,2.14,949,1.4231,0.6818,0.003611,0.537424
113,785.982253,1.178984,2.18,945,1.4396,0.6751,0.003476,0.534031
114,770.815523,1.146377,2.15,955,1.4206,0.6785,0.003348,0.532363
115,807.491565,1.227186,2.23,946,1.5197,0.6882,0.003226,0.536114
116,793.041902,1.194234,2.19,938,1.4439,0.6823,0.003111,0.530249
117,825.096945,1.266672,2.27,960,1.5495,0.6917,0.003002,0.534721
118,810.852045,1.234278,2.23,970,1.5058,0.6856,0.002898,0.523972
119,789.727128,1.187054,2.19,960,1.4417,0.6833,0.0028,0.528976
120,774.907251,1.15499,2.15,960,1.4194,0.6698,0.002707,0.527209
121,791.159862,1.190115,2.19,958,1.4409,0.6795,0.002619,0.531202
122,776.809332,1.159572,2.16,965,1.4457,0.6777,0.002535,0.52182
123,768.106751,1.140262,2.14,973,1.4013,0.6721,0.002456,0.530572
124,782.29082,1.170489,2.17,965,1.4117,0.6767,0.00238,0.526857
125,813.188252,1.239516,2.24,971,1.511,0.6859,0.002309,0.52255
126,774.694428,1.154306,2.15,965,1.4086,0.6788,0.002241,0.525007
127,785.842425,1.178546,2.18,971,1.4333,0.688,0.002177,0.530422
128,782.72152,1.171823,2.17,966,1.4306,0.6853,0.002116,0.521431
129,729.085095,1.057228,2.06,968,1.2814,0.6725,0.002059,0.527835
130,799.073899,1.207472,2.21,967,1.4534,0.696,0.002004,0.529387
131,759.978137,1.122484,2.12,965,1.3662,0.6839,0.001952,0.525712
132,758.269621,1.119373,2.12,968,1.3859,0.6777,0.001903,0.531431
133,761.555455,1.125848,2.13,989,1.3696,0.6866,0.001856,0.53953
134,731.89729,1.063307,2.06,985,1.298,0.6782,0.001812,0.538832
135,775.579192,1.156304,2.16,995,1.4146,0.6864,0.00177,0.528172
136,752.790129,1.107475,2.11,984,1.3616,0.6829,0.00173,0.527783
137,749.652541,1.100634,2.1,985,1.3454,0.6761,0.001692,0.529623
138,772.351658,1.14921,2.15,976,1.4019,0.6875,0.001656,0.538479
139,746.919714,1.094398,2.09,981,1.319,0.6942,0.001622,0.530528
140,750.667546,1.102262,2.1,985,1.3256,0.6792,0.00159,0.538506
141,772.747868,1.150256,2.15,999,1.4115,0.6817,0.00156,0.532352
142,740.756725,1.081062,2.08,996,1.2893,0.6767,0.001531,0.544864
143,749.338012,1.099482,2.1,993,1.3239,0.6747,0.001503,0.547377
144,785.774033,1.178728,2.18,1003,1.4486,0.6869,0.001477,0.538832
145,797.461462,1.203971,2.2,999,1.4529,0.6967,0.001453,0.540523
146,786.162325,1.179143,2.18,1001,1.4293,0.6903,0.001429,0.540245
147,819.638613,1.253579,2.25,989,1.5021,0.6876,0.001407,0.53811
148,756.509008,1.115071,2.12,1001,1.3571,0.6843,0.001386,0.542113
149,760.779591,1.123969,2.12,990,1.3581,0.6848,0.001366,0.528277
150,819.909943,1.254537,2.25,997,1.5193,0.682,0.001347,0.534998
