Date,step,DRL_Agent,Mean_Reversion
2019-01-02,0,1.0,1.0
2019-01-03,1,1.0027131386326693,1.0
2019-01-04,2,1.0038932231040443,1.0
2019-01-07,3,1.0029316349795825,1.0
2019-01-08,4,1.0029216349795824,1.0
2019-01-09,5,1.0021565377313244,1.0
2019-01-10,6,1.0026769911683555,1.0
2019-01-11,7,1.0013221000952357,1.0
2019-01-14,8,1.00087164448848,1.0
2019-01-15,9,1.0008055778842346,1.0
2019-01-16,10,1.0021849387663715,1.0
2019-01-17,11,1.0021749387663714,1.0
2019-01-18,12,1.0064073850614974,1.0
2019-01-21,13,1.0041835441023823,1.0
2019-01-22,14,1.0063502429996107,1.0
2019-01-23,15,1.006340242999611,1.0
2019-01-24,16,1.0057427888618298,1.0
2019-01-25,17,1.0045883869594496,1.0
2019-01-28,18,1.0023268406311219,1.0
2019-01-29,19,1.0058748544657556,1.0
2019-01-30,20,1.0058648544657556,1.0
2019-01-31,21,1.0058648544657556,1.0
2019-02-01,22,1.0073370996618114,1.0
2019-02-04,23,1.007313441870789,1.0
2019-02-05,24,1.0077333374359556,1.0
2019-02-06,25,1.0082772722769844,1.0
2019-02-07,26,1.0064373047517572,1.0
2019-02-08,27,1.0091684669825105,1.0
2019-02-11,28,1.0091584669825104,1.0
2019-02-12,29,1.011252838729343,1.0
2019-02-13,30,1.0105020964115365,1.0
2019-02-14,31,1.0098315885076938,1.0
2019-02-15,32,1.0102265700036328,0.99999
2019-02-18,33,1.010216570003633,1.0021540615212097
2019-02-19,34,1.0115624814192283,1.0021540615212097
2019-02-20,35,1.011199155805828,1.0021540615212097
2019-02-21,36,1.0118529707549142,1.0021540615212097
2019-02-22,37,1.0118429707549141,1.0021540615212097
2019-02-25,38,1.0128632052626123,1.0021440615212096
2019-02-26,39,1.0140978263577083,1.0058534201588643
2019-02-27,40,1.0125690873803872,1.0058534201588643
2019-02-28,41,1.0127039904742474,1.0058534201588643
2019-03-01,42,1.0146153525775516,1.0058534201588643
2019-03-04,43,1.0146053525775518,1.0058534201588643
2019-03-05,44,1.0146053525775518,1.0058534201588643
2019-03-06,45,1.0166471113689541,1.0058534201588643
2019-03-07,46,1.0171970852124557,1.0058534201588643
2019-03-08,47,1.016113709552803,1.0058534201588643
2019-03-11,48,1.016103709552803,1.0058534201588643
2019-03-12,49,1.0182365433379934,1.0058534201588643
2019-03-13,50,1.0187715888153006,1.0058534201588643
2019-03-14,51,1.0169116167984253,1.0058534201588643
2019-03-15,52,1.017374372746908,1.0058534201588643
2019-03-18,53,1.0181448885489117,1.0058534201588643
2019-03-19,54,1.0181348885489117,1.0058534201588643
2019-03-20,55,1.018786795112861,1.0058534201588643
2019-03-21,56,1.0205862083218658,1.0058534201588643
2019-03-22,57,1.021911244971198,1.0058534201588643
2019-03-25,58,1.021901244971198,1.0058534201588643
2019-03-26,59,1.0207561329283479,1.0058534201588643
2019-03-27,60,1.0212097325494998,1.0058534201588643
2019-03-28,61,1.0224034297377405,1.0058534201588643
