signal_type,shock,deviation_from_mean,zscore_crack,shock_x_volume,shock_lag1,half_life_proxy
Long,0.6444341104936537,0.80884687815539,0.5435344621468664,0.329215528665765,-0.05508358446524732,-0.17112690333686495
Short,-0.7454450548682453,0.06862521533874702,0.12008531657407413,-0.10151213951724543,0.18005948277577977,-0.13512490187312706
