,Global Mean,Losing Trades,Winning Trades
shock,0.03754849202215134,-0.04605991979505695,0.06391705649866852
deviation_from_mean,0.2843730060975133,0.3129466173561644,0.6262914253851442
zscore_crack,0.30817904654266487,0.19202124647097427,0.4824483121175761
shock_x_volume,0.13735712845578432,0.1439927899240231,0.1259580646042266
shock_lag1,0.03962158669347801,0.10298560430834482,0.012670545540151493
half_life_proxy,-0.15247791451698395,-0.12237585892001748,-0.1776186713243178
