position_label,shock,deviation_from_mean,zscore_crack,shock_x_volume,shock_lag1,half_life_proxy
Flat,0.08998506768135238,0.7051638415852158,0.40509185378146645,0.09637914025475412,-0.050883041889944414,-0.17096499823925118
Long,0.05783553096522264,0.274396372550433,0.39360433168261794,0.21999915445739027,0.103139560815726,-0.1457515595394122
Short,-0.029160360652118272,0.06081877905528091,0.14308107229610084,0.0912698808110386,0.002709114463635663,-0.15478008429357779
