episode,total_reward,total_return,final_portfolio_value,n_trades,sharpe_ratio,win_rate,epsilon,avg_loss
58,-0.011728,-0.000117,99988.27,375,-0.6173,0.5307,0.01,0.0
59,-0.008848,-8.8e-05,99991.15,360,-0.4663,0.5389,0.01,0.0
60,-0.009361,-9.4e-05,99990.64,351,-0.493,0.51,0.01,0.0
61,-0.004651,-4.7e-05,99995.35,343,-0.2463,0.5598,0.01,0.0
62,-0.007336,-7.3e-05,99992.66,371,-0.3855,0.5337,0.01,0.0
63,0.000405,4e-06,100000.41,220,0.0217,0.5773,0.01,0.0
64,-0.011486,-0.000115,99988.51,285,-0.6095,0.5719,0.01,0.0
65,-0.00915,-9.2e-05,99990.85,341,-0.4832,0.5367,0.01,0.0
66,6.5e-05,1e-06,100000.06,245,0.0035,0.6,0.01,0.0
67,-0.006371,-6.4e-05,99993.63,281,-0.3386,0.5516,0.01,0.0
68,-0.000686,-7e-06,99999.31,228,-0.0366,0.5482,0.01,0.0
69,-0.004172,-4.2e-05,99995.83,281,-0.2205,0.5658,0.01,0.0
70,-0.002718,-2.7e-05,99997.28,319,-0.1435,0.5705,0.01,0.0
71,-0.005207,-5.2e-05,99994.79,299,-0.2772,0.592,0.01,0.0
72,-0.006317,-6.3e-05,99993.68,271,-0.3358,0.5535,0.01,0.0
73,-0.012681,-0.000127,99987.32,323,-0.6718,0.5263,0.01,0.0
74,-0.009452,-9.5e-05,99990.55,269,-0.502,0.5428,0.01,0.0
75,-0.00098,-1e-05,99999.02,188,-0.0527,0.5957,0.01,0.0
76,0.001683,1.7e-05,100001.68,227,0.09,0.6167,0.01,0.0
77,0.003766,3.8e-05,100003.77,234,0.2004,0.5598,0.01,0.0
78,-0.010222,-0.000102,99989.78,243,-0.5433,0.5062,0.01,0.0
79,-0.004612,-4.6e-05,99995.39,213,-0.2462,0.5869,0.01,0.0
80,-0.00351,-3.5e-05,99996.49,205,-0.1884,0.6293,0.01,0.0
81,-0.002848,-2.8e-05,99997.15,301,-0.1514,0.5947,0.01,0.0
82,-0.009002,-9e-05,99991.0,264,-0.48,0.5871,0.01,0.0
83,-0.003018,-3e-05,99996.98,138,-0.1616,0.5797,0.01,0.0
84,-0.002831,-2.8e-05,99997.17,252,-0.1507,0.5992,0.01,0.0
85,-0.007753,-7.8e-05,99992.25,215,-0.4151,0.5953,0.01,0.0
86,-0.005876,-5.9e-05,99994.12,300,-0.3125,0.6267,0.01,0.0
87,-0.006313,-6.3e-05,99993.69,261,-0.3362,0.5709,0.01,0.0
88,-0.007589,-7.6e-05,99992.41,326,-0.4016,0.5552,0.01,0.0
89,-0.00264,-2.6e-05,99997.36,229,-0.1412,0.5764,0.01,0.0
90,-0.008929,-8.9e-05,99991.07,324,-0.4731,0.5648,0.01,0.0
91,-0.002616,-2.6e-05,99997.38,187,-0.1401,0.5348,0.01,0.0
92,-0.000813,-8e-06,99999.19,203,-0.0436,0.601,0.01,0.0
93,-0.011399,-0.000114,99988.6,325,-0.6033,0.5631,0.01,0.0
94,-0.008716,-8.7e-05,99991.28,264,-0.4655,0.5795,0.01,0.0
95,-0.005626,-5.6e-05,99994.37,220,-0.3022,0.5955,0.01,0.0
96,0.004031,4e-05,100004.03,254,0.215,0.6142,0.01,0.0
97,-0.008396,-8.4e-05,99991.6,330,-0.4437,0.5333,0.01,0.0
98,-0.003977,-4e-05,99996.02,240,-0.2125,0.5708,0.01,0.0
99,-3.6e-05,-0.0,99999.96,176,-0.0019,0.5511,0.01,0.0
100,0.004291,4.3e-05,100004.29,162,0.2308,0.5926,0.01,0.0
101,0.005465,5.5e-05,100005.47,128,0.2947,0.6875,0.01,0.0
102,0.005277,5.3e-05,100005.28,144,0.284,0.6389,0.01,0.0
103,0.005284,5.3e-05,100005.28,165,0.2854,0.6727,0.01,0.0
104,0.003658,3.7e-05,100003.66,190,0.1964,0.5947,0.01,0.0
105,-0.006375,-6.4e-05,99993.63,284,-0.3378,0.5246,0.01,0.0
106,-0.005987,-6e-05,99994.01,235,-0.3204,0.5404,0.01,0.0
107,-0.012758,-0.000128,99987.24,390,-0.672,0.5487,0.01,0.0
108,-0.003276,-3.3e-05,99996.72,162,-0.176,0.6173,0.01,0.0
109,-0.006108,-6.1e-05,99993.89,263,-0.3273,0.5779,0.01,0.0
110,0.004667,4.7e-05,100004.67,140,0.2512,0.5643,0.01,0.0
111,0.00426,4.3e-05,100004.26,160,0.2284,0.6312,0.01,0.0
112,0.003586,3.6e-05,100003.59,194,0.1928,0.6134,0.01,0.0
113,8.5e-05,1e-06,100000.09,157,0.0046,0.6051,0.01,0.0
114,0.00206,2.1e-05,100002.06,247,0.1096,0.6113,0.01,0.0
115,-0.00943,-9.4e-05,99990.57,233,-0.5013,0.5622,0.01,0.0
116,0.003679,3.7e-05,100003.68,202,0.1973,0.6584,0.01,0.0
117,-0.005203,-5.2e-05,99994.8,275,-0.2766,0.5455,0.01,0.0
118,-0.002131,-2.1e-05,99997.87,263,-0.1133,0.5171,0.01,0.0
119,-0.011538,-0.000115,99988.46,245,-0.6138,0.5347,0.01,0.0
120,0.008565,8.6e-05,100008.56,200,0.4608,0.63,0.01,0.0
121,-0.002999,-3e-05,99997.0,184,-0.1613,0.5815,0.01,0.0
122,-0.004973,-5e-05,99995.03,210,-0.2661,0.5667,0.01,0.0
123,0.000831,8e-06,100000.83,143,0.0447,0.6224,0.01,0.0
124,0.004855,4.9e-05,100004.85,186,0.2604,0.6505,0.01,0.0
125,0.000835,8e-06,100000.83,251,0.0447,0.5976,0.01,0.0
126,0.003202,3.2e-05,100003.2,192,0.1727,0.6406,0.01,0.0
127,0.009733,9.7e-05,100009.73,182,0.5235,0.6209,0.01,0.0
128,-0.001676,-1.7e-05,99998.32,202,-0.0903,0.5743,0.01,0.0
129,0.004462,4.5e-05,100004.46,115,0.2404,0.713,0.01,0.0
130,-0.003264,-3.3e-05,99996.74,171,-0.1759,0.5497,0.01,0.0
131,-0.007906,-7.9e-05,99992.09,266,-0.4204,0.5414,0.01,0.0
132,-0.00139,-1.4e-05,99998.61,209,-0.0747,0.6029,0.01,0.0
133,3.7e-05,0.0,100000.04,236,0.002,0.589,0.01,0.0
134,0.006161,6.2e-05,100006.16,191,0.3308,0.6073,0.01,0.0
135,0.004054,4.1e-05,100004.05,174,0.219,0.6609,0.01,0.0
136,0.009026,9e-05,100009.03,102,0.4894,0.7157,0.01,0.0
137,-0.000187,-2e-06,99999.81,218,-0.0101,0.5321,0.01,0.0
138,-0.000661,-7e-06,99999.34,198,-0.0356,0.6364,0.01,0.0
139,-0.00214,-2.1e-05,99997.86,215,-0.1149,0.5953,0.01,0.0
140,0.000556,6e-06,100000.56,244,0.0299,0.582,0.01,0.0
141,-0.004983,-5e-05,99995.02,222,-0.2668,0.5541,0.01,0.0
142,0.004201,4.2e-05,100004.2,233,0.2254,0.5794,0.01,0.0
143,-0.003083,-3.1e-05,99996.92,231,-0.1651,0.6017,0.01,0.0
144,0.000615,6e-06,100000.61,225,0.033,0.6222,0.01,0.0
145,0.00132,1.3e-05,100001.32,201,0.071,0.6169,0.01,0.0
146,-0.000309,-3e-06,99999.69,212,-0.0165,0.533,0.01,0.0
147,0.001637,1.6e-05,100001.64,317,0.0876,0.5931,0.01,0.0
148,-0.006083,-6.1e-05,99993.92,324,-0.3227,0.5309,0.01,0.0
149,-0.000784,-8e-06,99999.22,193,-0.0419,0.5078,0.01,0.0
150,-0.000245,-2e-06,99999.75,218,-0.0131,0.5688,0.01,0.0
151,-0.003484,-3.5e-05,99996.52,271,-0.1859,0.5498,0.01,0.0
152,0.00726,7.3e-05,100007.26,217,0.3898,0.5806,0.01,0.0
153,0.005266,5.3e-05,100005.27,152,0.2845,0.6118,0.01,0.0
154,0.003215,3.2e-05,100003.21,219,0.1729,0.6393,0.01,0.0
155,0.004445,4.4e-05,100004.45,209,0.2402,0.6029,0.01,0.0
156,0.009172,9.2e-05,100009.17,180,0.4941,0.6222,0.01,0.0
157,-0.001556,-1.6e-05,99998.44,312,-0.0828,0.6026,0.01,0.0
158,-0.006739,-6.7e-05,99993.26,197,-0.36,0.4975,0.01,0.0
159,-0.002371,-2.4e-05,99997.63,191,-0.1268,0.5654,0.01,0.0
160,0.007266,7.3e-05,100007.27,137,0.3915,0.6131,0.01,0.0
161,0.004356,4.4e-05,100004.36,194,0.2356,0.6392,0.01,0.0
162,0.002531,2.5e-05,100002.53,210,0.1358,0.6048,0.01,0.0
163,0.009781,9.8e-05,100009.78,190,0.5288,0.6474,0.01,0.0
164,0.002682,2.7e-05,100002.68,188,0.1443,0.6489,0.01,0.0
165,0.008414,8.4e-05,100008.41,243,0.4523,0.642,0.01,0.0
166,0.00476,4.8e-05,100004.76,180,0.2561,0.6111,0.01,0.0
167,0.006491,6.5e-05,100006.49,174,0.3503,0.6034,0.01,0.0
168,0.011418,0.000114,100011.42,202,0.6156,0.6436,0.01,0.0
169,0.000153,2e-06,100000.15,261,0.0082,0.59,0.01,0.0
170,-0.003544,-3.5e-05,99996.46,280,-0.1889,0.5786,0.01,0.0
171,-0.004406,-4.4e-05,99995.59,347,-0.2334,0.6052,0.01,0.0
172,0.005926,5.9e-05,100005.93,189,0.3196,0.6085,0.01,0.0
173,-0.001028,-1e-05,99998.97,252,-0.0547,0.6032,0.01,0.0
174,0.000111,1e-06,100000.11,197,0.006,0.5635,0.01,0.0
175,-0.003625,-3.6e-05,99996.38,281,-0.192,0.5374,0.01,0.0
176,0.007502,7.5e-05,100007.5,182,0.4025,0.6593,0.01,0.0
177,-0.000533,-5e-06,99999.47,149,-0.0288,0.6443,0.01,0.0
178,0.005488,5.5e-05,100005.49,134,0.2959,0.6493,0.01,0.0
179,0.010474,0.000105,100010.47,94,0.5699,0.7553,0.01,0.0
180,0.010901,0.000109,100010.9,126,0.5915,0.7063,0.01,0.0
181,-7e-06,-0.0,99999.99,299,-0.0004,0.5953,0.01,0.0
182,0.001817,1.8e-05,100001.82,193,0.098,0.6166,0.01,0.0
183,0.003831,3.8e-05,100003.83,167,0.2072,0.6647,0.01,0.0
184,0.00209,2.1e-05,100002.09,222,0.1122,0.6036,0.01,0.0
185,-0.00137,-1.4e-05,99998.63,226,-0.0735,0.5929,0.01,0.0
186,-0.000581,-6e-06,99999.42,212,-0.0311,0.5849,0.01,0.0
187,0.00214,2.1e-05,100002.14,287,0.1142,0.5958,0.01,0.0
188,-0.004541,-4.5e-05,99995.46,305,-0.2409,0.5934,0.01,0.0
189,0.001331,1.3e-05,100001.33,224,0.0715,0.6071,0.01,0.0
190,0.004676,4.7e-05,100004.68,198,0.253,0.6768,0.01,0.0
191,0.007144,7.1e-05,100007.14,127,0.3869,0.6693,0.01,0.0
192,0.012969,0.00013,100012.97,144,0.7006,0.6944,0.01,0.0
193,0.014355,0.000144,100014.36,119,0.781,0.7563,0.01,0.0
194,0.004563,4.6e-05,100004.56,217,0.2447,0.6083,0.01,0.0
195,0.007371,7.4e-05,100007.37,129,0.3981,0.6512,0.01,0.0
196,0.010903,0.000109,100010.9,198,0.5865,0.6717,0.01,0.0
197,0.003227,3.2e-05,100003.23,263,0.1728,0.5932,0.01,0.0
198,0.004149,4.1e-05,100004.15,186,0.2235,0.629,0.01,0.0
199,0.00296,3e-05,100002.96,220,0.1583,0.6182,0.01,0.0
200,0.003359,3.4e-05,100003.36,228,0.1805,0.6096,0.01,0.0
201,0.006363,6.4e-05,100006.36,172,0.3445,0.6802,0.01,0.0
202,0.008699,8.7e-05,100008.7,207,0.4677,0.6473,0.01,0.0
203,0.004516,4.5e-05,100004.52,269,0.2414,0.6283,0.01,0.0
204,0.002889,2.9e-05,100002.89,225,0.1555,0.6578,0.01,0.0
205,0.006395,6.4e-05,100006.39,286,0.3402,0.6154,0.01,0.0
206,0.000755,8e-06,100000.75,362,0.0401,0.5994,0.01,0.0
207,-0.007786,-7.8e-05,99992.21,467,-0.4078,0.5653,0.01,0.0
208,-0.023537,-0.000235,99976.47,706,-1.2093,0.5241,0.01,0.0
209,-0.027537,-0.000275,99972.47,722,-1.4063,0.5623,0.01,0.0
210,-0.022684,-0.000227,99977.32,707,-1.171,0.546,0.01,0.0
211,-0.030462,-0.000305,99969.54,753,-1.5514,0.5432,0.01,0.0
212,-0.014782,-0.000148,99985.22,717,-0.7629,0.5997,0.01,0.0
213,-0.031512,-0.000315,99968.49,739,-1.6236,0.5426,0.01,0.0
214,-0.019442,-0.000194,99980.56,690,-0.9934,0.5464,0.01,0.0
215,-0.026833,-0.000268,99973.17,735,-1.3814,0.5361,0.01,0.0
216,-0.0236,-0.000236,99976.4,786,-1.2111,0.5852,0.01,0.0
217,-0.02512,-0.000251,99974.88,687,-1.2804,0.5357,0.01,0.0
218,-0.021741,-0.000217,99978.26,650,-1.1249,0.5646,0.01,0.0
219,-0.018303,-0.000183,99981.7,711,-0.9411,0.5781,0.01,0.0
220,-0.026325,-0.000263,99973.68,738,-1.3466,0.5583,0.01,0.0
221,-0.02044,-0.000204,99979.56,722,-1.059,0.572,0.01,0.0
222,-0.019472,-0.000195,99980.53,723,-0.9955,0.5643,0.01,0.0
223,-0.026071,-0.000261,99973.93,736,-1.3467,0.5367,0.01,0.0
224,-0.02821,-0.000282,99971.79,677,-1.4474,0.548,0.01,0.0
225,-0.016065,-0.000161,99983.94,588,-0.8342,0.568,0.01,0.0
226,-0.020411,-0.000204,99979.59,619,-1.0548,0.5541,0.01,0.0
227,-0.023688,-0.000237,99976.31,656,-1.2268,0.5335,0.01,0.0
228,-0.020219,-0.000202,99979.78,704,-1.0434,0.5838,0.01,0.0
229,-0.01926,-0.000193,99980.74,673,-0.9965,0.5765,0.01,0.0
230,-0.026064,-0.000261,99973.94,725,-1.3315,0.5393,0.01,0.0
231,-0.018371,-0.000184,99981.63,691,-0.9436,0.5876,0.01,0.0
232,-0.012331,-0.000123,99987.67,600,-0.6435,0.5817,0.01,0.0
233,-0.014227,-0.000142,99985.77,655,-0.733,0.5771,0.01,0.0
234,-0.017141,-0.000171,99982.86,605,-0.8916,0.5603,0.01,0.0
235,-0.013125,-0.000131,99986.88,575,-0.6818,0.567,0.01,0.0
236,-0.017182,-0.000172,99982.82,688,-0.8866,0.5756,0.01,0.0
237,-0.020197,-0.000202,99979.81,635,-1.0412,0.5685,0.01,0.0
238,-0.023701,-0.000237,99976.3,706,-1.2212,0.5609,0.01,0.0
239,-0.011468,-0.000115,99988.53,539,-0.5975,0.59,0.01,0.0
240,-0.018176,-0.000182,99981.83,602,-0.9437,0.5515,0.01,0.0
241,-0.018932,-0.000189,99981.07,638,-0.977,0.5392,0.01,0.0
242,-0.019662,-0.000197,99980.34,668,-1.0156,0.5644,0.01,0.0
243,-0.017695,-0.000177,99982.31,709,-0.9122,0.5825,0.01,0.0
244,-0.030432,-0.000304,99969.57,583,-1.5719,0.4991,0.01,0.0
245,-0.012333,-0.000123,99987.67,493,-0.642,0.5801,0.01,0.0
246,-0.0222,-0.000222,99977.8,648,-1.1461,0.5139,0.01,0.0
247,-0.022219,-0.000222,99977.78,701,-1.1404,0.5692,0.01,0.0
248,-0.027016,-0.00027,99972.99,706,-1.3862,0.5425,0.01,0.0
249,-0.016453,-0.000165,99983.55,654,-0.8529,0.5841,0.01,0.0
250,-0.023872,-0.000239,99976.13,679,-1.2353,0.5287,0.01,0.0
251,-0.0178,-0.000178,99982.2,688,-0.9171,0.5698,0.01,0.0
252,-0.019106,-0.000191,99980.9,608,-0.988,0.5164,0.01,0.0
253,-0.026899,-0.000269,99973.1,658,-1.3824,0.5395,0.01,0.0
254,-0.019549,-0.000195,99980.45,648,-1.0056,0.5417,0.01,0.0
255,-0.022222,-0.000222,99977.78,683,-1.1385,0.5212,0.01,0.0
256,-0.014575,-0.000146,99985.43,645,-0.758,0.5705,0.01,0.0
257,-0.021323,-0.000213,99978.68,679,-1.1021,0.5405,0.01,0.0
258,-0.019274,-0.000193,99980.73,710,-0.9953,0.5648,0.01,0.0
259,-0.017816,-0.000178,99982.19,607,-0.9257,0.542,0.01,0.0
260,-0.017639,-0.000176,99982.36,677,-0.9101,0.5554,0.01,0.0
261,-0.01367,-0.000137,99986.33,613,-0.7096,0.5595,0.01,0.0
262,-0.021587,-0.000216,99978.42,645,-1.1174,0.5132,0.01,0.0
263,-0.01199,-0.00012,99988.01,535,-0.628,0.5607,0.01,0.0
264,-0.019887,-0.000199,99980.11,607,-1.0337,0.5552,0.01,0.0
265,-0.020947,-0.000209,99979.06,655,-1.0881,0.5496,0.01,0.0
266,-0.022921,-0.000229,99977.08,672,-1.1829,0.5536,0.01,0.0
267,-0.024906,-0.000249,99975.1,698,-1.2857,0.5372,0.01,0.0
268,-0.016586,-0.000166,99983.41,649,-0.8584,0.5624,0.01,0.0
269,-0.022111,-0.000221,99977.89,689,-1.1461,0.553,0.01,0.0
270,-0.019366,-0.000194,99980.64,644,-0.9948,0.5543,0.01,0.0
271,-0.013997,-0.00014,99986.0,670,-0.7211,0.5552,0.01,0.0
272,-0.019975,-0.0002,99980.03,747,-1.0318,0.5542,0.01,0.0
273,-0.019384,-0.000194,99980.62,657,-0.9997,0.554,0.01,0.0
274,-0.011843,-0.000118,99988.16,619,-0.6127,0.5735,0.01,0.0
275,-0.015852,-0.000159,99984.15,653,-0.8181,0.5636,0.01,0.0
276,-0.021775,-0.000218,99978.23,614,-1.1196,0.5147,0.01,0.0
277,-0.016526,-0.000165,99983.48,663,-0.8517,0.5777,0.01,0.0
278,-0.013137,-0.000131,99986.86,604,-0.6836,0.5613,0.01,0.0
279,-0.021841,-0.000218,99978.16,670,-1.1283,0.5239,0.01,0.0
280,-0.011275,-0.000113,99988.73,578,-0.5888,0.5796,0.01,0.0
281,-0.00978,-9.8e-05,99990.22,605,-0.5087,0.6017,0.01,0.0
282,-0.017635,-0.000176,99982.37,643,-0.9166,0.5521,0.01,0.0
283,-0.013369,-0.000134,99986.63,642,-0.6911,0.5436,0.01,0.0
284,-0.013841,-0.000138,99986.16,613,-0.7187,0.5595,0.01,0.0
285,-0.013426,-0.000134,99986.57,614,-0.6959,0.5879,0.01,0.0
286,-0.004828,-4.8e-05,99995.17,573,-0.2509,0.5846,0.01,0.0
287,-0.010932,-0.000109,99989.07,653,-0.5621,0.5789,0.01,0.0
288,-0.01677,-0.000168,99983.23,631,-0.8759,0.5626,0.01,0.0
289,-0.015777,-0.000158,99984.22,623,-0.8132,0.5762,0.01,0.0
290,-0.017934,-0.000179,99982.07,597,-0.9274,0.5578,0.01,0.0
291,-0.01607,-0.000161,99983.93,596,-0.8346,0.5235,0.01,0.0
292,-0.008538,-8.5e-05,99991.46,631,-0.4427,0.5816,0.01,0.0
293,-0.012329,-0.000123,99987.67,609,-0.6417,0.5961,0.01,0.0
294,-0.009639,-9.6e-05,99990.36,633,-0.4996,0.6019,0.01,0.0
295,-0.011356,-0.000114,99988.64,581,-0.5943,0.5697,0.01,0.0
296,-0.013302,-0.000133,99986.7,593,-0.6978,0.5717,0.01,0.0
297,-0.010515,-0.000105,99989.49,604,-0.5481,0.5861,0.01,0.0
298,-0.007193,-7.2e-05,99992.81,578,-0.378,0.609,0.01,0.0
299,-0.010961,-0.00011,99989.04,577,-0.5682,0.5702,0.01,0.0
300,-0.010479,-0.000105,99989.52,578,-0.5464,0.5657,0.01,0.0
301,-0.013954,-0.00014,99986.05,639,-0.7218,0.5681,0.01,0.0
302,-0.015882,-0.000159,99984.12,630,-0.8175,0.5762,0.01,0.0
303,-0.02047,-0.000205,99979.53,578,-1.0633,0.5121,0.01,0.0
304,-0.006202,-6.2e-05,99993.8,525,-0.3239,0.5848,0.01,0.0
305,-0.008395,-8.4e-05,99991.61,602,-0.4366,0.5864,0.01,0.0
306,-0.016868,-0.000169,99983.13,640,-0.8761,0.5859,0.01,0.0
307,-0.008968,-9e-05,99991.03,626,-0.4662,0.599,0.01,0.0
308,-0.007859,-7.9e-05,99992.14,568,-0.4096,0.6021,0.01,0.0
309,-0.011811,-0.000118,99988.19,537,-0.6134,0.5698,0.01,0.0
310,-0.006066,-6.1e-05,99993.93,480,-0.3183,0.5833,0.01,0.0
311,-0.006771,-6.8e-05,99993.23,574,-0.3502,0.5784,0.01,0.0
312,-0.008291,-8.3e-05,99991.71,632,-0.4333,0.5997,0.01,0.0
313,-0.010589,-0.000106,99989.41,543,-0.5552,0.5691,0.01,0.0
314,-0.012035,-0.00012,99987.97,572,-0.6293,0.5769,0.01,0.0
315,-0.01345,-0.000134,99986.55,581,-0.6985,0.5645,0.01,0.0
316,-0.008225,-8.2e-05,99991.78,567,-0.4291,0.5714,0.01,0.0
317,-0.001498,-1.5e-05,99998.5,507,-0.0786,0.6134,0.01,0.0
318,-0.002819,-2.8e-05,99997.18,537,-0.1474,0.594,0.01,0.0
319,-0.004698,-4.7e-05,99995.3,501,-0.2456,0.5868,0.01,0.0
320,-0.010051,-0.000101,99989.95,598,-0.52,0.5853,0.01,0.0
321,-0.011179,-0.000112,99988.82,633,-0.5809,0.5719,0.01,0.0
322,-0.011593,-0.000116,99988.41,576,-0.6027,0.5556,0.01,0.0
323,-0.006748,-6.7e-05,99993.25,573,-0.3509,0.5812,0.01,0.0
324,-0.015801,-0.000158,99984.2,572,-0.823,0.5629,0.01,0.0
325,-0.010439,-0.000104,99989.56,576,-0.5406,0.5781,0.01,0.0
326,-0.000474,-5e-06,99999.53,580,-0.0248,0.6431,0.01,0.0
327,-0.014134,-0.000141,99985.87,610,-0.7352,0.5836,0.01,0.0
328,-0.005296,-5.3e-05,99994.7,544,-0.2781,0.6066,0.01,0.0
329,-0.008673,-8.7e-05,99991.33,552,-0.4544,0.5688,0.01,0.0
330,-0.013236,-0.000132,99986.77,559,-0.6877,0.5349,0.01,0.0
331,-0.006933,-6.9e-05,99993.07,622,-0.3625,0.574,0.01,0.0
332,-0.010371,-0.000104,99989.63,598,-0.5416,0.5819,0.01,0.0
333,-0.003663,-3.7e-05,99996.34,619,-0.1916,0.609,0.01,0.0
334,-0.005479,-5.5e-05,99994.52,573,-0.2858,0.6108,0.01,0.0
335,-0.007653,-7.7e-05,99992.35,515,-0.401,0.5806,0.01,0.0
336,-0.003645,-3.6e-05,99996.35,535,-0.1908,0.6037,0.01,0.0
337,-0.006056,-6.1e-05,99993.94,577,-0.3191,0.5979,0.01,0.0
338,-0.007004,-7e-05,99993.0,510,-0.3685,0.5863,0.01,0.0
339,-0.005009,-5e-05,99994.99,575,-0.2617,0.6226,0.01,0.0
340,-0.011369,-0.000114,99988.63,631,-0.59,0.607,0.01,0.0
341,-0.010979,-0.00011,99989.02,531,-0.5775,0.5932,0.01,0.0
342,-0.005875,-5.9e-05,99994.13,616,-0.3071,0.612,0.01,0.0
343,-0.002034,-2e-05,99997.97,557,-0.1061,0.6122,0.01,0.0
344,-0.007604,-7.6e-05,99992.4,551,-0.3976,0.6025,0.01,0.0
345,0.00218,2.2e-05,100002.18,552,0.1152,0.6594,0.01,0.0
346,-0.010564,-0.000106,99989.44,601,-0.5521,0.6256,0.01,0.0
