episode,total_reward,total_return,final_portfolio_value,n_trades,sharpe_ratio,win_rate,epsilon,avg_loss
55,751.13325,1.104304,2.1,833,1.4379,0.6687,0.070624,0.527689
56,785.134693,1.178352,2.18,849,1.5696,0.6879,0.067332,0.535158
57,781.707618,1.170084,2.17,841,1.5195,0.6956,0.064196,0.530039
58,776.91474,1.159693,2.16,839,1.5088,0.677,0.061209,0.522174
59,823.346082,1.264218,2.26,873,1.7066,0.6942,0.058362,0.524501
60,819.389672,1.25416,2.25,856,1.6329,0.6986,0.05565,0.52427
61,734.976385,1.070451,2.07,845,1.4008,0.6793,0.053067,0.518352
62,755.142967,1.112797,2.11,860,1.4478,0.6674,0.050605,0.515517
63,769.110549,1.142287,2.14,854,1.4636,0.6874,0.04826,0.523382
64,718.527463,1.037025,2.04,848,1.3861,0.684,0.046026,0.515662
65,699.812614,0.998586,2.0,843,1.3188,0.6643,0.043897,0.513343
66,738.121368,1.076924,2.08,875,1.4044,0.6971,0.041869,0.517959
67,727.208861,1.053911,2.05,862,1.362,0.6787,0.039937,0.51067
68,735.030005,1.070483,2.07,845,1.3971,0.6805,0.038096,0.520296
69,706.191369,1.011025,2.01,870,1.3148,0.6678,0.036342,0.509901
70,724.292781,1.048203,2.05,851,1.3686,0.6627,0.034672,0.510997
71,741.049901,1.083469,2.08,841,1.432,0.6837,0.03308,0.503088
72,751.341072,1.105618,2.11,848,1.4824,0.6934,0.031563,0.515598
73,720.541824,1.040646,2.04,831,1.3668,0.6739,0.030118,0.507647
74,746.712795,1.095991,2.1,841,1.4782,0.692,0.028742,0.507884
75,727.881394,1.05554,2.06,833,1.3745,0.6891,0.02743,0.509195
76,701.430837,1.002219,2.0,818,1.3399,0.6846,0.026181,0.514107
77,720.638293,1.041164,2.04,852,1.382,0.6913,0.02499,0.518399
78,772.919515,1.152337,2.15,849,1.5693,0.689,0.023856,0.50457
79,753.530411,1.109989,2.11,825,1.474,0.6848,0.022775,0.508969
80,745.751795,1.093449,2.09,832,1.449,0.6899,0.021746,0.50079
81,778.386052,1.163424,2.16,841,1.5408,0.6956,0.020765,0.50835
82,824.894688,1.266957,2.27,851,1.6637,0.7039,0.019831,0.508871
83,802.239523,1.215496,2.22,841,1.5799,0.7099,0.018941,0.505772
84,796.478271,1.203306,2.2,854,1.5979,0.6979,0.018092,0.498651
85,752.397939,1.108174,2.11,848,1.5022,0.6851,0.017284,0.490244
86,777.531099,1.161281,2.16,853,1.5234,0.694,0.016514,0.493713
87,760.948863,1.126113,2.13,843,1.5104,0.6845,0.015781,0.491953
88,780.337291,1.16821,2.17,827,1.5757,0.7025,0.015082,0.487368
89,760.873219,1.125952,2.13,825,1.5102,0.7006,0.014416,0.481442
90,791.510518,1.193111,2.19,817,1.6301,0.694,0.013782,0.475346
91,814.511146,1.244592,2.24,838,1.7063,0.7005,0.013178,0.473143
92,791.846308,1.193367,2.19,847,1.6023,0.7048,0.012602,0.467819
93,819.639175,1.25524,2.26,856,1.6626,0.7044,0.012054,0.467137
94,770.164578,1.146132,2.15,882,1.5473,0.6984,0.011531,0.463696
95,769.685817,1.145056,2.15,868,1.5436,0.6843,0.011033,0.460497
96,771.550092,1.149027,2.15,884,1.5461,0.6844,0.010559,0.462973
97,769.089519,1.143303,2.14,885,1.5167,0.6847,0.010107,0.455031
98,754.522333,1.112625,2.11,885,1.5047,0.6814,0.009676,0.461668
99,735.414046,1.072276,2.07,892,1.4469,0.6726,0.009266,0.445941
100,789.946375,1.18917,2.19,887,1.5965,0.6888,0.008875,0.449433
101,760.430382,1.124944,2.12,870,1.5058,0.6782,0.008503,0.451017
102,771.984974,1.150466,2.15,885,1.5752,0.6859,0.008148,0.452204
103,770.273319,1.145849,2.15,903,1.5195,0.6921,0.00781,0.455511
104,772.380783,1.150677,2.15,897,1.5398,0.6745,0.007489,0.459127
105,767.609528,1.141413,2.14,896,1.5863,0.6797,0.007182,0.454966
106,870.628758,1.375349,2.38,917,1.9084,0.6979,0.00689,0.448706
107,752.268388,1.107822,2.11,888,1.4977,0.6824,0.006611,0.451294
108,785.566698,1.180595,2.18,885,1.6477,0.6847,0.006346,0.45155
109,810.551515,1.235853,2.24,913,1.7065,0.7054,0.006093,0.453395
110,786.63554,1.182647,2.18,879,1.6324,0.6894,0.005852,0.438606
111,805.516324,1.224209,2.22,896,1.6695,0.702,0.005623,0.443208
112,838.320178,1.298699,2.3,894,1.7585,0.7103,0.005404,0.446289
113,831.751377,1.283882,2.28,880,1.7597,0.7057,0.005196,0.438569
114,797.861213,1.207339,2.21,892,1.6592,0.7007,0.004998,0.44284
115,835.100526,1.291405,2.29,902,1.7579,0.7151,0.004809,0.441126
116,850.824281,1.328146,2.33,899,1.82,0.7052,0.004629,0.443604
117,806.923203,1.227145,2.23,906,1.6605,0.7097,0.004457,0.429243
118,815.601424,1.247457,2.25,903,1.7362,0.7121,0.004294,0.431119
119,819.029749,1.254613,2.25,901,1.7068,0.707,0.004138,0.429888
120,812.489052,1.23996,2.24,920,1.696,0.7043,0.00399,0.425835
121,851.036512,1.328501,2.33,927,1.811,0.7023,0.003848,0.420916
122,802.970055,1.218926,2.22,898,1.6878,0.6915,0.003714,0.428014
123,840.633433,1.303939,2.3,936,1.7579,0.7009,0.003585,0.426631
124,811.90733,1.238497,2.24,926,1.6846,0.6836,0.003463,0.43288
125,770.457902,1.147429,2.15,918,1.5868,0.6765,0.003347,0.423269
126,794.504521,1.200086,2.2,936,1.6612,0.6827,0.003236,0.415715
127,772.903626,1.152436,2.15,920,1.577,0.6663,0.00313,0.427827
128,834.491995,1.290153,2.29,941,1.7659,0.7046,0.003029,0.422495
129,825.108475,1.268769,2.27,926,1.7462,0.6879,0.002933,0.4159
130,799.827633,1.211552,2.21,935,1.6553,0.6781,0.002842,0.41678
131,836.109138,1.293753,2.29,932,1.7624,0.6899,0.002755,0.425172
132,822.061847,1.261711,2.26,937,1.7295,0.6798,0.002672,0.41327
133,784.761592,1.178811,2.18,934,1.6442,0.6606,0.002593,0.414304
134,835.256669,1.291848,2.29,940,1.7639,0.6894,0.002518,0.415054
135,791.66037,1.193645,2.19,921,1.6431,0.6786,0.002446,0.411795
136,820.28211,1.257208,2.26,936,1.6953,0.6806,0.002378,0.41109
137,801.702517,1.216109,2.22,915,1.6848,0.671,0.002312,0.413256
138,786.074329,1.181537,2.18,928,1.6384,0.6713,0.00225,0.412941
139,771.311395,1.149094,2.15,914,1.5785,0.6805,0.002191,0.422037
140,823.135792,1.264059,2.26,928,1.7263,0.6864,0.002135,0.416669
141,819.25842,1.254998,2.25,921,1.6991,0.6797,0.002081,0.409952
142,778.011664,1.163494,2.16,930,1.5895,0.6677,0.00203,0.407051
143,826.448955,1.271088,2.27,939,1.703,0.6901,0.001981,0.41153
144,851.180665,1.328758,2.33,948,1.8058,0.6962,0.001935,0.403873
145,840.068545,1.302569,2.3,934,1.7522,0.6949,0.001891,0.403878
146,857.641708,1.343609,2.34,943,1.8034,0.6957,0.001849,0.405684
147,821.309407,1.259883,2.26,919,1.7196,0.6823,0.001809,0.409838
148,775.086785,1.15684,2.16,945,1.564,0.6783,0.00177,0.4042
149,822.145558,1.260958,2.26,952,1.6712,0.6922,0.001734,0.397425
150,820.729778,1.258144,2.26,958,1.6915,0.6754,0.001699,0.408035
