Metric,DRL_Agent,Mean_Reversion
Total Return,0.05368108125750504,0.045603620303768855
Sharpe Ratio,0.5140001920720105,1.5407925048261526
Sortino Ratio,0.7685578369823768,1.089963339058114
Max Drawdown,0.04369231805174177,0.004444817884491035
N. Trades,242.0,92.0
Win Rate,0.5867768595041323,0.6521739130434783
Final Balance,1.053681081257505,1.0456036203037689
