episode,total_reward,total_return,final_portfolio_value,n_trades,sharpe_ratio,win_rate,epsilon,avg_loss
40,666.382637,0.932835,1.93,944,1.1966,0.6494,0.120433,0.617369
41,753.0062,1.107952,2.11,944,1.3627,0.6621,0.114256,0.624594
42,701.081729,1.000685,2.0,951,1.2426,0.673,0.108399,0.618466
43,691.701933,0.981335,1.98,930,1.1993,0.6796,0.102845,0.612535
44,769.240215,1.142643,2.14,937,1.4013,0.6766,0.097578,0.618629
45,757.057043,1.116167,2.12,930,1.3554,0.6774,0.092584,0.610825
46,746.817559,1.094914,2.09,954,1.3503,0.6667,0.087848,0.599643
47,740.886995,1.082761,2.08,964,1.3503,0.6608,0.083356,0.599732
48,709.852504,1.017978,2.02,940,1.2445,0.6394,0.079097,0.599009
49,743.931429,1.089241,2.09,949,1.3615,0.6733,0.075058,0.602909
50,750.040973,1.101881,2.1,974,1.3651,0.6571,0.071229,0.594447
51,753.545609,1.108962,2.11,968,1.3581,0.6756,0.067597,0.5866
52,737.098703,1.074506,2.07,949,1.3259,0.6596,0.064153,0.583596
53,771.229294,1.147515,2.15,971,1.4333,0.6612,0.060887,0.586969
54,730.115748,1.06009,2.06,974,1.3141,0.6561,0.05779,0.576275
55,776.522184,1.158185,2.16,952,1.409,0.6838,0.054853,0.575155
56,772.974369,1.150392,2.15,961,1.3958,0.6712,0.052068,0.575305
57,781.472615,1.169125,2.17,964,1.4286,0.666,0.049427,0.5614
58,763.59144,1.130094,2.13,974,1.3691,0.655,0.046922,0.578329
59,782.911283,1.17165,2.17,971,1.4042,0.6746,0.044548,0.573697
60,785.488112,1.178073,2.18,965,1.4464,0.6642,0.042296,0.569067
61,771.630179,1.148002,2.15,985,1.4162,0.666,0.04016,0.561551
62,749.509552,1.100948,2.1,967,1.3727,0.6711,0.038135,0.571404
63,821.859691,1.258592,2.26,963,1.5061,0.6864,0.036214,0.566289
64,849.087757,1.321448,2.32,965,1.5817,0.6756,0.034393,0.561138
65,731.453259,1.062262,2.06,961,1.2918,0.6629,0.032666,0.569509
66,806.499217,1.223788,2.22,977,1.4606,0.6807,0.031029,0.561002
67,831.882396,1.28149,2.28,976,1.5317,0.6824,0.029476,0.566157
68,772.001334,1.148622,2.15,965,1.4087,0.685,0.028003,0.559446
69,775.888841,1.156879,2.16,974,1.4106,0.6807,0.026607,0.554517
70,858.29333,1.343371,2.34,998,1.6222,0.6784,0.025282,0.555417
71,778.153978,1.161973,2.16,970,1.4242,0.6876,0.024027,0.552166
72,855.426251,1.336439,2.34,994,1.6053,0.669,0.022836,0.55364
73,841.31218,1.302933,2.3,998,1.541,0.6784,0.021707,0.548196
74,804.368853,1.219775,2.22,984,1.4905,0.6707,0.020636,0.554085
75,794.705871,1.198161,2.2,989,1.4597,0.6714,0.01962,0.550978
76,820.810219,1.256073,2.26,1010,1.4972,0.6792,0.018657,0.546799
77,898.348072,1.439369,2.44,996,1.7108,0.6948,0.017744,0.547916
78,789.419735,1.186066,2.19,1009,1.4266,0.671,0.016878,0.549537
79,787.569386,1.181916,2.18,1003,1.4185,0.677,0.016057,0.547644
80,824.509363,1.265975,2.27,993,1.5816,0.6697,0.015278,0.540621
81,783.219787,1.172359,2.17,1001,1.4067,0.6743,0.01454,0.539761
82,779.02487,1.1634,2.16,998,1.4051,0.6673,0.01384,0.550867
83,814.084615,1.241464,2.24,994,1.5096,0.67,0.013176,0.540481
84,820.72878,1.25534,2.26,1018,1.4725,0.6709,0.012546,0.541534
85,801.797875,1.21316,2.21,1008,1.4432,0.6736,0.011949,0.541895
86,803.78174,1.217674,2.22,1000,1.4521,0.661,0.011383,0.541854
87,744.300044,1.088882,2.09,999,1.3128,0.6587,0.010846,0.535692
88,759.029561,1.119608,2.12,1002,1.328,0.6687,0.010337,0.542677
89,779.213386,1.162938,2.16,1011,1.3682,0.6588,0.009854,0.536774
90,757.295437,1.115688,2.12,1008,1.315,0.6677,0.009396,0.540672
91,793.952192,1.195592,2.2,1008,1.417,0.6706,0.008962,0.542708
92,782.040284,1.170321,2.17,1023,1.4282,0.6559,0.00855,0.539048
93,788.097603,1.183435,2.18,1027,1.436,0.668,0.00816,0.539747
94,789.022383,1.184903,2.18,1000,1.4128,0.668,0.007789,0.545422
95,755.684494,1.11234,2.11,1002,1.3146,0.6737,0.007438,0.541531
96,776.301842,1.156714,2.16,996,1.3657,0.6627,0.007105,0.54585
97,842.961643,1.306278,2.31,1025,1.5232,0.679,0.00679,0.546996
98,790.52557,1.18827,2.19,1011,1.4192,0.6637,0.00649,0.539996
99,765.236857,1.132784,2.13,1019,1.338,0.6634,0.006206,0.54377
100,752.546197,1.105696,2.11,1002,1.3081,0.6707,0.005937,0.548916
101,767.074521,1.137367,2.14,998,1.3687,0.6683,0.005682,0.552585
102,803.762098,1.217506,2.22,1010,1.4465,0.6802,0.00544,0.552324
103,803.21394,1.216796,2.22,1017,1.4684,0.6588,0.00521,0.543597
104,777.744036,1.160022,2.16,1020,1.3763,0.6529,0.004992,0.551428
105,812.296901,1.236687,2.24,1024,1.4698,0.668,0.004786,0.540084
106,834.394478,1.287286,2.29,1016,1.5394,0.6644,0.00459,0.539348
107,787.434051,1.181379,2.18,1009,1.4074,0.669,0.004404,0.546283
108,795.201874,1.199177,2.2,1022,1.4571,0.6575,0.004228,0.541499
109,820.657553,1.25587,2.26,1022,1.5036,0.6703,0.004061,0.541733
110,827.161371,1.270451,2.27,1018,1.5094,0.6788,0.003903,0.529748
111,795.336621,1.199041,2.2,1021,1.4375,0.666,0.003753,0.531763
112,770.772331,1.145071,2.15,1016,1.3664,0.6585,0.003611,0.539701
113,777.617644,1.159867,2.16,1018,1.3812,0.669,0.003476,0.548475
114,817.907693,1.249433,2.25,1008,1.4875,0.6726,0.003348,0.535801
115,792.746924,1.193268,2.19,1012,1.4289,0.67,0.003226,0.531228
116,793.449531,1.194796,2.19,1012,1.4296,0.666,0.003111,0.536124
117,826.287005,1.268637,2.27,1013,1.5156,0.6644,0.003002,0.526478
118,840.953328,1.302396,2.3,1008,1.5544,0.6786,0.002898,0.526496
119,792.23435,1.191799,2.19,1014,1.413,0.6657,0.0028,0.521562
120,844.615622,1.310978,2.31,1020,1.5679,0.6657,0.002707,0.526343
121,805.280883,1.220929,2.22,1012,1.4518,0.6611,0.002619,0.528667
122,829.346444,1.275098,2.28,1020,1.4986,0.6676,0.002535,0.523159
123,844.965592,1.310893,2.31,1007,1.5262,0.6832,0.002456,0.522838
124,824.920735,1.264839,2.26,1011,1.481,0.6766,0.00238,0.514055
125,794.604289,1.196388,2.2,1005,1.3914,0.6716,0.002309,0.523007
126,816.435895,1.246195,2.25,1011,1.488,0.6756,0.002241,0.522693
127,779.15376,1.163272,2.16,1021,1.3876,0.6641,0.002177,0.516188
128,874.292503,1.380669,2.38,1024,1.6277,0.6797,0.002116,0.512797
129,812.023573,1.236094,2.24,1019,1.4703,0.6644,0.002059,0.525111
130,772.774375,1.149157,2.15,1012,1.361,0.668,0.002004,0.522339
131,761.85754,1.12569,2.13,1006,1.3363,0.667,0.001952,0.521288
132,832.097245,1.281269,2.28,1019,1.4993,0.6732,0.001903,0.523958
133,779.204985,1.163266,2.16,1009,1.3826,0.6749,0.001856,0.525413
134,814.516841,1.241812,2.24,1030,1.4809,0.6718,0.001812,0.515982
135,779.875477,1.164215,2.16,1014,1.363,0.6677,0.00177,0.522857
136,783.500177,1.172179,2.17,1025,1.3737,0.6771,0.00173,0.516378
137,790.066915,1.186644,2.19,1025,1.3917,0.6761,0.001692,0.51904
138,776.753705,1.157833,2.16,1023,1.3726,0.6794,0.001656,0.52287
139,783.35145,1.172117,2.17,1022,1.3842,0.6771,0.001622,0.534399
140,789.303558,1.185324,2.19,1025,1.405,0.6683,0.00159,0.521806
141,829.012269,1.27441,2.27,1024,1.5014,0.6875,0.00156,0.527555
142,786.818023,1.180177,2.18,1022,1.4127,0.682,0.001531,0.526981
143,855.402868,1.335881,2.34,1027,1.5802,0.6855,0.001503,0.518411
144,809.409247,1.230334,2.23,1012,1.4691,0.6868,0.001477,0.5163
145,826.923541,1.269861,2.27,1008,1.5065,0.6726,0.001453,0.528607
146,838.926686,1.297182,2.3,1002,1.5244,0.6926,0.001429,0.521278
147,798.947912,1.207346,2.21,1015,1.4602,0.6739,0.001407,0.517944
148,813.550883,1.239312,2.24,1004,1.4639,0.6604,0.001386,0.518996
149,804.318318,1.218811,2.22,1002,1.4507,0.6727,0.001366,0.52166
150,798.327616,1.205118,2.21,1004,1.4206,0.6783,0.001347,0.511227
