episode,total_reward,total_return,final_portfolio_value,n_trades,sharpe_ratio,win_rate,epsilon,avg_loss
82,620.984015,0.84905,1.85,577,1.5345,0.6759,0.067956,0.757174
83,654.533403,0.9119,1.91,562,1.6021,0.6868,0.065785,0.741843
84,682.720218,0.966643,1.97,566,1.6776,0.689,0.063685,0.753272
85,663.884693,0.929644,1.93,575,1.6109,0.6713,0.061652,0.73548
86,665.910138,0.934022,1.93,581,1.6469,0.6799,0.059686,0.731286
87,669.155362,0.940571,1.94,568,1.6731,0.6637,0.057783,0.724747
88,701.454857,1.005405,2.01,600,1.8424,0.6717,0.055942,0.737882
89,649.974246,0.903037,1.9,574,1.5801,0.6707,0.05416,0.7273
90,645.58134,0.894683,1.89,571,1.5686,0.6883,0.052437,0.735716
91,668.721008,0.939231,1.94,561,1.6381,0.672,0.050769,0.737511
92,703.931088,1.010018,2.01,560,1.8194,0.6821,0.049155,0.728354
93,676.786265,0.955873,1.96,568,1.7246,0.6708,0.047594,0.733198
94,657.552794,0.917696,1.92,554,1.6107,0.6823,0.046083,0.734637
95,623.06452,0.852505,1.85,545,1.5141,0.6587,0.044622,0.726366
96,606.034602,0.82079,1.82,530,1.4459,0.6925,0.043207,0.718254
97,594.717015,0.799744,1.8,543,1.387,0.6703,0.041839,0.734266
98,700.185237,1.00192,2.0,555,1.7651,0.6919,0.040515,0.715555
99,662.651629,0.927688,1.93,552,1.636,0.683,0.039234,0.702813
100,621.374863,0.848703,1.85,542,1.4691,0.6808,0.037994,0.718745
101,710.621424,1.023727,2.02,566,1.8546,0.689,0.036795,0.723526
102,718.874547,1.040904,2.04,569,1.9106,0.7065,0.035634,0.7183
103,620.152553,0.846617,1.85,537,1.4762,0.6778,0.034511,0.719343
104,682.053591,0.966512,1.97,546,1.7617,0.6923,0.033425,0.72352
105,719.442152,1.041386,2.04,555,1.8561,0.7225,0.032373,0.70618
106,645.682811,0.894723,1.89,535,1.5593,0.7028,0.031356,0.70094
107,660.81058,0.92394,1.92,551,1.6178,0.7042,0.030372,0.720877
108,720.646325,1.04423,2.04,547,1.8906,0.7038,0.029419,0.70247
109,637.38506,0.878723,1.88,542,1.5181,0.6937,0.028498,0.711415
110,686.252652,0.974401,1.97,536,1.7432,0.7034,0.027606,0.70139
111,736.195131,1.076046,2.08,540,1.9138,0.7296,0.026744,0.686936
112,691.640759,0.984529,1.98,543,1.718,0.7164,0.025909,0.707716
113,702.366418,1.006143,2.01,542,1.7603,0.7066,0.025102,0.695928
114,725.426634,1.053775,2.05,542,1.8823,0.6974,0.02432,0.698397
115,649.263757,0.90147,1.9,533,1.5649,0.6979,0.023564,0.693025
116,699.350534,1.000315,2.0,567,1.7681,0.7072,0.022832,0.705742
117,709.298145,1.020522,2.02,553,1.8092,0.7071,0.022125,0.698155
118,686.979009,0.97568,1.98,538,1.7336,0.7063,0.02144,0.687895
119,702.313213,1.006302,2.01,554,1.7796,0.7184,0.020777,0.694822
120,688.923782,0.979683,1.98,554,1.7501,0.7058,0.020136,0.685017
121,691.771202,0.984874,1.98,557,1.7243,0.6858,0.019515,0.692516
122,678.156619,0.958342,1.96,533,1.7123,0.7017,0.018915,0.689454
123,704.57638,1.011331,2.01,549,1.8226,0.6812,0.018334,0.69222
124,687.975056,0.977476,1.98,563,1.7238,0.7016,0.017772,0.685631
125,710.615369,1.023276,2.02,536,1.8197,0.7257,0.017228,0.674007
126,697.140803,0.995582,2.0,541,1.7396,0.7079,0.016702,0.687232
127,657.039364,0.917051,1.92,541,1.6322,0.6987,0.016193,0.688424
128,680.729399,0.963604,1.96,531,1.7352,0.7062,0.0157,0.673998
129,645.08105,0.894073,1.89,537,1.5894,0.7039,0.015224,0.672925
130,658.648834,0.920371,1.92,540,1.6525,0.7,0.014763,0.68041
131,713.396463,1.028846,2.03,583,1.8222,0.6964,0.014316,0.663361
132,701.789364,1.00546,2.01,565,1.7941,0.7009,0.013885,0.679031
133,681.481302,0.964785,1.96,560,1.7151,0.6946,0.013467,0.669476
134,641.193359,0.886211,1.89,555,1.5465,0.6775,0.013063,0.680378
135,737.381158,1.078183,2.08,578,1.8909,0.7111,0.012672,0.675538
136,648.306998,0.900605,1.9,569,1.6258,0.6714,0.012293,0.663296
137,714.84834,1.031955,2.03,580,1.8381,0.7,0.011927,0.661376
138,653.825053,0.910769,1.91,578,1.6153,0.692,0.011573,0.674183
139,703.075078,1.007801,2.01,588,1.7791,0.6837,0.01123,0.673803
140,682.739806,0.967824,1.97,575,1.7605,0.6765,0.010898,0.668979
141,665.743181,0.934577,1.93,573,1.7097,0.6667,0.010577,0.677816
142,661.127035,0.925208,1.93,578,1.664,0.6869,0.010267,0.6785
143,657.107634,0.917621,1.92,563,1.6634,0.6785,0.009966,0.674276
144,678.355061,0.95798,1.96,587,1.6603,0.6899,0.009676,0.664775
145,699.86931,1.002067,2.0,585,1.8246,0.6974,0.009394,0.671629
146,653.367973,0.910152,1.91,573,1.6317,0.6841,0.009122,0.663879
147,584.899548,0.782812,1.78,564,1.4009,0.6649,0.008859,0.661088
148,639.654096,0.884,1.88,580,1.588,0.6845,0.008604,0.67156
149,672.348819,0.94682,1.95,586,1.6842,0.6843,0.008357,0.667908
150,668.350339,0.938746,1.94,592,1.6529,0.6943,0.008119,0.675307
