Date,Close,Naphtha_Close,Brent_Close,Brent_Volume,Crack_Spread,delta_crack,rolling_vol_crack,shock,shock_lag1,deviation_from_mean,zscore_crack,half_life_proxy,log_brent_volume,brent_volume_zscore_20,brent_volume_change,shock_x_volume
2000-02-02,10.192611941769997,203.37111194177,193.1785,45900.0,10.192611941769997,-0.2351350527100066,0.7452166538938224,-0.3155257579472329,0.4479124957195909,1.2019950664374957,0.9501778308278503,-0.4015346584955256,10.734242182303689,1.1359025169527943,0.1379695053923391,0.3584065026157
2000-02-03,9.97357959694,208.59057959694,198.617,30382.0,9.97357959694,-0.2190323448299977,0.7471126524406294,-0.293171774273607,-0.3155257579472329,0.8335128832419976,0.700499594960674,-0.3796442345682693,10.321638520451476,-0.2739630844719153,-0.3380827886710239,-0.0803182435601015
2000-02-04,10.292209601769995,211.96370960177,201.6715,30917.0,10.292209601769995,0.3186300048299983,0.7478556369092936,0.4260581652981013,-0.293171774273607,0.9908087118959976,0.8927373442807486,-0.4087878233529317,10.33909381755628,-0.2027451786508879,0.0176091106576261,-0.0863812388390331
2000-02-07,9.741198044469996,209.99719804447,200.256,20018.0,9.741198044469996,-0.5510115573000007,0.7319864327632791,-0.7527619708637079,0.4260581652981013,0.2653414875194961,0.3125918032417288,-0.3494863069316117,9.904437101571716,-1.196497264971326,-0.3525245010835462,-0.9006776393128514
2000-02-08,9.275447874820005,205.73194787482,196.4565,29000.0,9.275447874820005,-0.4657501696499935,0.711558429747185,-0.6545494278944586,-0.7527619708637079,-0.2968030472459979,-0.4308895070689129,-0.3458402767954162,10.275085591132717,-0.3532546453698706,0.4486961734439005,-0.2312226260279086
2000-02-09,11.56044114106001,212.11444114106,200.554,32440.0,11.56044114106001,2.284993266240008,0.8615261294277704,2.652262260733854,-0.6545494278944586,1.8013389519115108,2.587125480594516,-0.4265214827651375,10.3871783338948,-0.046659760507443,0.1186206896551724,-0.1237539218887711
2000-02-10,12.277913480319995,217.00391348032,204.726,34468.0,12.277913480319995,0.7174723392599844,0.850014982562945,0.8440702170401475,2.652262260733854,2.3458040799409954,2.7259018733531817,-0.2395398751374338,10.44781564835612,0.0909634665342553,0.0625154130702836,0.0767795529402931
2000-02-11,10.790516724110006,218.04951672411,207.259,32911.0,10.790516724110006,-1.4873967562099892,0.9237401434581816,-1.610189565368206,0.8440702170401475,0.7461430859835065,0.9150844068768308,-0.2532479289003806,10.401592611892738,-0.2178804317028279,-0.0451723337588487,-0.3508287976258136
2000-02-14,12.877330648920008,227.13933064892,214.262,13056.0,12.877330648920008,2.086813924810002,0.9862227284223982,2.115966143863357,-1.610189565368206,2.685337150240509,2.6038607458238947,-0.3621480873941503,9.477079667408038,-2.4450256838432014,-0.6032937315791073,-5.1735915678885664
2000-02-15,10.62230384787,212.74080384787,202.1185,32353.0,10.62230384787,-2.255026801050008,1.1140853555471026,-2.024105935493205,2.115966143863357,0.3664213615640008,0.3608339695671469,-0.5134591916408691,10.38449293988964,-0.2119317034034228,1.4780177696078431,-0.4289722187780536
2000-02-16,10.926225703910006,214.83272570391,203.9065,28329.0,10.926225703910006,0.3039218560400059,1.1153752933562864,0.2724839389266301,-2.024105935493205,0.5957652689800064,0.5917810417509354,-0.4721383606445118,10.251676592824564,-0.6144260576676696,-0.1243779556764442,-0.1674212323724474
