Date,step,DRL_Agent,Mean_Reversion
2020-10-22,0,1.0,1.0
2020-10-23,1,1.0,1.0
2020-10-26,2,1.000570526490273,1.0
2020-10-27,3,0.9972926971905222,1.0
2020-10-28,4,0.997269752238704,1.0
2020-10-29,5,0.997219752238704,1.0
2020-10-30,6,0.9999375392386053,1.0
2020-11-02,7,0.997752312380037,1.0
2020-11-03,8,0.9971818829279933,1.0
2020-11-04,9,0.9974682389205457,1.0
2020-11-05,10,0.9975516807246869,1.0
2020-11-06,11,0.9975016807246868,1.0
2020-11-09,12,0.9985661183248404,1.0
2020-11-10,13,0.9972439345095198,1.0
2020-11-11,14,0.9958126716837948,1.0
2020-11-12,15,0.9957094717845741,1.0
2020-11-13,16,0.9958998111513329,1.0
2020-11-16,17,0.9963805829678302,1.0
2020-11-17,18,0.9954008374318243,1.0
2020-11-18,19,0.9965666428008058,1.0
2020-11-19,20,0.9947785308650465,1.0
2020-11-20,21,0.9958629504463175,1.0
2020-11-23,22,0.9982856159676846,1.0
2020-11-24,23,0.9982356159676846,1.0
2020-11-25,24,0.9978288232081607,1.0
2020-11-26,25,0.9982427603221158,1.0
2020-11-27,26,0.9990643094279273,1.0
2020-11-30,27,0.9990143094279273,1.0
2020-12-01,28,0.999325105039473,1.0
2020-12-02,29,0.9988801544900102,1.0
2020-12-03,30,0.9998463064997903,1.0
2020-12-04,31,0.995595728850004,1.0
2020-12-07,32,0.996221523925971,1.0
2020-12-08,33,0.996171523925971,1.0
2020-12-09,34,1.0010964615753906,1.0
2020-12-10,35,0.9985273259560855,1.0
2020-12-11,36,1.0000007690168176,1.0
2020-12-14,37,0.9999507690168175,1.0
2020-12-15,38,1.002413764393436,1.0
2020-12-16,39,1.0027039886233649,1.0
2020-12-17,40,0.9994983508821255,1.0
2020-12-18,41,1.0027201678818412,1.0
2020-12-21,42,1.002670167881841,0.99995
2020-12-22,43,1.001992648856212,1.0016547833768423
2020-12-23,44,1.0031824988399893,1.0016547833768423
2020-12-24,45,1.0056071325304201,1.0016547833768423
2020-12-28,46,1.0055571325304202,1.0016547833768423
2020-12-29,47,1.007586698921544,1.0016547833768423
2020-12-30,48,1.0051689937265398,1.0016547833768423
2020-12-31,49,1.006444521738251,1.0016547833768423
2021-01-04,50,1.006394521738251,1.0016547833768423
2021-01-05,51,1.0105595390865818,1.0016047833768422
2021-01-06,52,1.0112974155307153,1.0021911627402975
2021-01-07,53,1.0088297612161337,1.0021911627402975
2021-01-08,54,1.011657382653814,1.0021411627402974
2021-01-11,55,1.0116073826538141,1.0045460819572252
2021-01-12,56,1.0110286921215297,1.0045460819572252
2021-01-13,57,1.0103906755958394,1.0045460819572252
2021-01-14,58,1.011152401942762,1.0045460819572252
2021-01-15,59,1.0102647629598038,1.0045460819572252
2021-01-18,60,1.0093041496523298,1.0045460819572252
2021-01-19,61,1.00921870834017,1.0045460819572252
2021-01-20,62,1.0094165375002984,1.0045460819572252
2021-01-21,63,1.0073991491550789,1.0045460819572252
2021-01-22,64,1.008776691985768,1.0045460819572252
2021-01-25,65,1.0087266919857678,1.0045460819572252
2021-01-26,66,1.0088464673347812,1.0045460819572252
2021-01-27,67,1.0080630758345765,1.0045460819572252
2021-01-28,68,1.007610875155823,1.0045460819572252
2021-01-29,69,1.0066785739203106,1.0045460819572252
2021-02-01,70,1.0087719081548097,1.0045460819572252
2021-02-02,71,1.0087219081548096,1.0045460819572252
2021-02-03,72,1.008686251283992,1.0045460819572252
2021-02-04,73,1.0126383790148952,1.0045460819572252
2021-02-05,74,1.0124913455899298,1.0045460819572252
2021-02-08,75,1.0124413455899297,1.0045460819572252
2021-02-09,76,1.0098447314677488,1.0045460819572252
2021-02-10,77,1.0099954136776201,1.0045460819572252
2021-02-11,78,1.008993764404996,1.0045460819572252
2021-02-12,79,1.0106987412799753,1.0045460819572252
2021-02-15,80,1.0106487412799752,1.0045460819572252
2021-02-16,81,1.0106487412799752,1.0045460819572252
2021-02-17,82,1.0106487412799752,1.0045460819572252
2021-02-18,83,1.0137060866716288,1.0045460819572252
2021-02-19,84,1.0121945207066534,1.0045460819572252
2021-02-22,85,1.0137765583504506,1.0045460819572252
2021-02-23,86,1.0144644033498111,1.0045460819572252
2021-02-24,87,1.0144144033498113,1.0045460819572252
2021-02-25,88,1.0141587257690308,1.0045460819572252
2021-02-26,89,1.0127927164731363,1.0045460819572252
2021-03-01,90,1.0143346682464376,1.004496081957225
2021-03-02,91,1.0142846682464377,1.0035212833658442
2021-03-03,92,1.0140402144854983,1.0035212833658442
2021-03-04,93,1.0135061329625688,1.0034712833658441
2021-03-05,94,1.0133663657069116,1.0037046457465497
2021-03-08,95,1.0135997531896135,1.0037046457465497
2021-03-09,96,1.0119367758880886,1.0037046457465497
2021-03-10,97,1.0114479162486794,1.0037046457465497
2021-03-11,98,1.0137630729311242,1.0037046457465497
2021-03-12,99,1.011438038361777,1.0037046457465497
2021-03-15,100,1.0129218657353753,1.0037046457465497
2021-03-16,101,1.0128718657353752,1.0037046457465497
2021-03-17,102,1.0094253367281276,1.0037046457465497
2021-03-18,103,1.0114431834765059,1.0036546457465496
2021-03-19,104,1.0121246020162384,1.0053005802467847
2021-03-22,105,1.010627354542975,1.0053005802467847
2021-03-23,106,1.0131665596187027,1.0053005802467847
2021-03-24,107,1.0131165596187028,1.0053005802467847
2021-03-25,108,1.0117505136362204,1.0053005802467847
2021-03-26,109,1.0143551075048896,1.0053005802467847
2021-03-29,110,1.0136095430785617,1.0053005802467847
2021-03-30,111,1.0104356937593413,1.0053005802467847
2021-03-31,112,1.0094552243323456,1.0053005802467847
2021-04-01,113,1.0116155148346129,1.0053005802467847
2021-04-05,114,1.011565514834613,1.0053005802467847
2021-04-06,115,1.0127929557041395,1.0053005802467847
2021-04-07,116,1.0110670567003743,1.0053005802467847
2021-04-08,117,1.0138274406079533,1.0053005802467847
2021-04-09,118,1.0137774406079532,1.0053005802467847
2021-04-12,119,1.0156200749151822,1.0053005802467847
2021-04-13,120,1.0130370858716051,1.0053005802467847
2021-04-14,121,1.0138622488823428,1.0053005802467847
2021-04-15,122,1.0151744808560312,1.0053005802467847
2021-04-16,123,1.0151244808560314,1.0053005802467847
2021-04-19,124,1.0126981664770986,1.0053005802467847
2021-04-20,125,1.0146707855659625,1.0053005802467847
2021-04-21,126,1.01495215164922,1.0053005802467847
2021-04-22,127,1.0149021516492198,1.0053005802467847
2021-04-23,128,1.014517310497968,1.0053005802467847
2021-04-26,129,1.014786076734513,1.0053005802467847
2021-04-27,130,1.0154326101047362,1.0053005802467847
2021-04-28,131,1.015382610104736,1.0053005802467847
2021-04-29,132,1.0166819402904206,1.0053005802467847
2021-04-30,133,1.0156517341133158,1.0053005802467847
2021-05-03,134,1.0176706126983162,1.0053005802467847
2021-05-04,135,1.017620612698316,1.0053005802467847
2021-05-05,136,1.0174504459205955,1.0053005802467847
2021-05-06,137,1.0171082282577133,1.0053005802467847
2021-05-07,138,1.0169860610647135,1.0053005802467847
2021-05-10,139,1.0195566030822298,1.0053005802467847
2021-05-11,140,1.0180336150588254,1.0053005802467847
2021-05-12,141,1.0175507570253266,1.0053005802467847
2021-05-13,142,1.0175007570253265,1.0053005802467847
2021-05-14,143,1.0194142910950732,1.0053005802467847
2021-05-17,144,1.0187662317043649,1.0053005802467847
2021-05-18,145,1.0169446531430142,1.0053005802467847
2021-05-19,146,1.0202106266370876,1.0053005802467847
2021-05-20,147,1.0201606266370875,1.0053005802467847
2021-05-21,148,1.020245670384623,1.0053005802467847
2021-05-24,149,1.0197907234025485,1.0053005802467847
2021-05-25,150,1.0191129833665757,1.0053005802467847
2021-05-26,151,1.0194446945553923,1.0053005802467847
2021-05-27,152,1.0217617400142114,1.0053005802467847
2021-05-28,153,1.0217117400142115,1.0053005802467847
2021-05-31,154,1.0239503971152655,1.0053005802467847
2021-06-01,155,1.0234290409358813,1.0053005802467847
2021-06-02,156,1.0221867277380559,1.0053005802467847
2021-06-03,157,1.022136727738056,1.0053005802467847
2021-06-04,158,1.0244058099793139,1.0053005802467847
2021-06-07,159,1.024666128520365,1.0053005802467847
2021-06-08,160,1.0214896387016066,1.0053005802467847
2021-06-09,161,1.022460695626255,1.0053005802467847
2021-06-10,162,1.0237706953602344,1.0053005802467847
2021-06-11,163,1.0237206953602342,1.0053005802467847
2021-06-14,164,1.0235881368790536,1.0053005802467847
2021-06-15,165,1.0257709286178862,1.0053005802467847
2021-06-16,166,1.025773184393481,1.0052505802467846
2021-06-17,167,1.025723184393481,1.006079113018848
2021-06-18,168,1.0252844780589956,1.006079113018848
2021-06-21,169,1.0231509787306434,1.006079113018848
2021-06-22,170,1.0258698510392785,1.006079113018848
2021-06-23,171,1.0258198510392784,1.006079113018848
2021-06-24,172,1.0240820444799092,1.006079113018848
2021-06-25,173,1.0242793003073616,1.006029113018848
2021-06-28,174,1.0256942093069972,1.008267770119902
2021-06-29,175,1.025644209306997,1.008267770119902
2021-06-30,176,1.0272590444857739,1.008267770119902
2021-07-01,177,1.0262326448962058,1.008267770119902
2021-07-02,178,1.0248309553023096,1.008267770119902
2021-07-05,179,1.0268596943254493,1.008267770119902
2021-07-06,180,1.0268096943254494,1.008217770119902
2021-07-07,181,1.0260469972861115,1.009147522987022
2021-07-08,182,1.0273948942548106,1.009147522987022
2021-07-09,183,1.0290492121421595,1.009147522987022
2021-07-12,184,1.0289992121421594,1.009147522987022
2021-07-13,185,1.0328291488581869,1.009147522987022
2021-07-14,186,1.0329370676120107,1.009147522987022
2021-07-15,187,1.0306299619847523,1.009147522987022
2021-07-16,188,1.030132895524583,1.009147522987022
2021-07-19,189,1.0300828955245829,1.0090975229870218
2021-07-20,190,1.0316136984699706,1.0119952514455623
2021-07-21,191,1.029985495341927,1.0119952514455623
2021-07-22,192,1.0302938708183542,1.0119952514455623
2021-07-23,193,1.0329842270687994,1.0119952514455623
2021-07-26,194,1.0329342270687996,1.0119952514455623
2021-07-27,195,1.0315256606804302,1.0119952514455623
2021-07-28,196,1.0309058885273812,1.0119952514455623
2021-07-29,197,1.0295502833982875,1.0119952514455623
2021-07-30,198,1.0295228565020458,1.0119952514455623
2021-08-02,199,1.031305394783783,1.0119452514455622
2021-08-03,200,1.0283587167923554,1.0093390082914606
2021-08-04,201,1.0323296964992517,1.0093390082914606
2021-08-05,202,1.0322796964992516,1.0093390082914606
2021-08-06,203,1.0319553246761641,1.0093390082914606
2021-08-09,204,1.0337268677118694,1.0093390082914606
2021-08-10,205,1.0342521581746962,1.0093390082914606
