Metric,DRL_Agent,Mean_Reversion
Total Return,0.030154951352434844,0.028012509033850996
Sharpe Ratio,0.4487060131275369,1.3432704200763195
Sortino Ratio,0.6104777401869876,1.0611049650211353
Max Drawdown,0.014538695234570334,0.005119963539290121
N. Trades,131.0,66.0
Win Rate,0.5954198473282443,0.6212121212121212
Final Balance,1.0301549513524348,1.028012509033851
