signal_type,shock,deviation_from_mean,zscore_crack,shock_x_volume,shock_lag1,half_life_proxy
Long,0.624615540805286,-1.6022619442780075,-0.4062622037788999,-0.05762113978460712,-0.39242598090894387,-0.1972100762700791
Short,-0.6553759899430649,-0.7857203996734292,-0.1668120830867811,-0.22259568355719364,0.18318756118120302,-0.17851935200761013
