position_label,shock,deviation_from_mean,zscore_crack,shock_x_volume,shock_lag1,half_life_proxy
Flat,-0.060433534390222865,-0.9854064495692052,-0.27414153739815034,0.17121603644899092,0.019950532579556514,-0.18902088578830373
Long,-0.09533095932757416,-0.9240317686178842,-0.33510985452765,0.05175478191676377,-0.13367557623912718,-0.1953621029465619
Short,-0.03807031213068129,-0.8627483702819456,-0.1533117678596293,0.09883115067825639,-0.029238110683406815,-0.2011835022422592
