Year,Return,Volatility,Sharpe,Sortino,Max_Drawdown
2013,0.008049057889695233,0.003936684510990566,1.991001977489751,2.2945181251258715,-0.0018568196768694216
2014,0.0066849890461671,0.0040189156846932245,1.6212578635834103,0.9599245567397419,-0.0022074250746205787
2015,0.013031939800607573,0.010180557319532843,1.2473270345847116,1.1045065681449144,-0.004211773860522738
