Year,Return,Volatility,Sharpe,Max_Drawdown
2013,0.007859097380246594,0.013832305183505157,0.559705326047684,-0.00492805312737886
2014,0.005567511534121161,0.01722142999684837,0.323509290772459,-0.009749982722293628
2015,0.016462826547961162,0.0333265186747458,0.5376501241635081,-0.01453869537612242
