Year,Return,Volatility,Sharpe,Max_Drawdown
2020,0.0019476953775563466,0.02870374117442492,0.35602666730430704,-0.006158987734556337
2021,0.010933026161210169,0.02385931643881941,0.45535786801099215,-0.00929659548904761
2022,-0.0059596877476290055,0.018379742417609198,-0.3084646315689393,-0.014588972757935335
2023,0.008531220955837027,0.019312819295694433,0.4753980742750798,-0.008730300904391546
2024,0.008527034438546632,0.019208740558910024,0.43969229532706594,-0.00608968761849239
2025,0.023117885307067487,0.0214282472851285,1.0945297026041743,-0.00767406556666961
