Year,Return,Volatility,Sharpe,Sortino,Max_Drawdown
2020,0.0017147833768405008,0.0038566767951422783,2.2408741567557504,54443.7859849382,-2.0000000000020002e-05
2021,0.010310786988545262,0.006122327139312678,1.6332705116661301,0.9859798049132892,-0.003964870995331289
2022,0.00578581818827173,0.005673611386719906,0.9960098810541819,0.6069256815438673,-0.0034552728395756288
2023,0.00571605929081298,0.004649797038086847,1.3002153639980234,0.8871135209796833,-0.004444817884490664
2024,0.011089596047972439,0.004941379634749322,2.174001765230575,2.782248639183736,-0.001484425338547801
2025,0.010176987804807469,0.00617171165375827,1.6055568592685074,1.2788760743085579,-0.0023875466989427825
2026,0.0,0.0,0.0,0.0,0.0
