Metric,DRL_Agent,Mean_Reversion
Total Return,0.04778940034483958,0.045603620303768855
Sharpe Ratio,0.4389848555872756,1.5407925048261526
Sortino Ratio,0.6566191624922909,1.089963339058114
Max Drawdown,0.018191336646320118,0.004444817884491035
N. Trades,195.0,92.0
Win Rate,0.6205128205128205,0.6521739130434783
Final Balance,1.0477894003448396,1.0456036203037689
