,Global Mean,Losing Trades,Winning Trades
shock,0.02814431055908469,-0.17144008737078426,-0.021507909048046638
deviation_from_mean,0.2530269657156404,0.581944169765307,-0.021149127667347663
zscore_crack,0.19770719405301654,0.2970743957249553,0.10708771938446801
shock_x_volume,0.11044979232317538,0.08847924153997723,0.17993943140772667
shock_lag1,0.02769378824757967,0.03583572231018909,0.013675741499107942
half_life_proxy,-0.20740193392428,-0.22298448987468364,-0.2197815796558415
