signal_type,shock,deviation_from_mean,zscore_crack,shock_x_volume,shock_lag1,half_life_proxy
Long,0.7584887337567036,0.39837358208535134,0.3137440670770449,0.006326117881429924,-0.14274566140805509,-0.2311988113774302
Short,-0.7268686734584456,-0.08565100391109008,0.02599351037101125,0.2794515207927157,0.15148792977058095,-0.2119425466416438
