Year,Return,Volatility,Sharpe,Max_Drawdown
2016,0.0687102208681758,0.037297013333593844,1.7591308463415443,-0.014788230898218409
2017,0.057600573084602535,0.024652152641023366,2.240073192074204,-0.006518264376306672
2018,0.020977825894830326,0.017514963150903663,1.2691417723896727,-0.007762506402862669
