position_label,shock,deviation_from_mean,zscore_crack,shock_x_volume,shock_lag1,half_life_proxy
Flat,0.06629906201007968,0.3229871200188029,0.19389112236258083,0.052266812280390484,-0.055662363014226515,-0.20132700840031922
Long,0.02742685586393859,0.6421182029507194,0.39062614936226964,0.09862413042029944,0.11307237417577208,-0.2310219423431234
Short,0.02376867585097525,0.18341309051046398,0.14284234143661648,0.16181423469678916,0.01341414355689064,-0.18489991364983308
